	(19-20)-1.0	(19-20)-2.0	(19-20)-3.0	(19-20)-4.0	(19-20)-5.0	(19-20)-6.0	(19-20)-7.0	(19-20)-8.0	(19-20)-9.0	(19-20)-10.0
1.0	0.9999797502075611	2.2499769377363903e-06	2.2499769377363903e-06	2.2499769377363903e-06	2.2499769377363903e-06	2.2499769377363903e-06	2.2499769377363903e-06	2.2499769377363903e-06	2.2499769377363903e-06	2.2499769377363903e-06
2.0	9.999100080992705e-06	0.9999100080992704	9.999100080992705e-06	9.999100080992705e-06	9.999100080992705e-06	9.999100080992705e-06	9.999100080992705e-06	9.999100080992705e-06	9.999100080992705e-06	9.999100080992705e-06
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.9998380391945156	1.799564505389697e-05	1.799564505389697e-05	1.799564505389697e-05	1.799564505389697e-05	1.799564505389697e-05	1.799564505389697e-05	1.799564505389697e-05	1.799564505389697e-05	1.799564505389697e-05
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
