	Latitude	Longitude	Timestamp	Date	Time	Hour	Weekday	StayPoint	StayptId	StayMeanLat	StayMeanLon	State	StateId	StateMeanLat	StateMeanLon
0	39.7626834	116.29717740000001	2009-04-01 22:49:00	2009-04-01	22:49:00	22	2Wednesday	1	1	39.7626834	116.29717740000001	-2	1	39.76313475316557	116.29734955462662
1	39.7626834	116.29717740000001	2009-04-01 23:44:30	2009-04-01	23:44:30	23	2Wednesday	1	1	39.7626834	116.29717740000001	-2	1	39.76313475316557	116.29734955462662
2	39.763282000000004	116.29731100000001	2009-04-01 23:44:30	2009-04-01	23:44:30	23	2Wednesday	1	2	39.763393085714284	116.29741684285715	-2	1	39.76313475316557	116.29734955462662
3	39.763282000000004	116.29731100000001	2009-04-02 00:40:00	2009-04-02	00:40:00	0	3Thursday	1	2	39.763393085714284	116.29741684285715	-2	1	39.76313475316557	116.29734955462662
4	39.763282000000004	116.29731100000001	2009-04-02 00:40:41.334355	2009-04-02	00:40:41.334355	0	3Thursday	1	2	39.763393085714284	116.29741684285715	-2	1	39.76313475316557	116.29734955462662
5	39.9996125	116.3272105	2009-04-02 02:10:18.665645	2009-04-02	02:10:18.665645	2	3Thursday	1	3	39.9996125	116.3272105	-2	3	39.999959344677656	116.32718449265059
6	39.9996125	116.3272105	2009-04-02 02:11:00	2009-04-02	02:11:00	2	3Thursday	1	3	39.9996125	116.3272105	-2	3	39.999959344677656	116.32718449265059
7	39.9996125	116.3272105	2009-04-02 03:00:30	2009-04-02	03:00:30	3	3Thursday	1	3	39.9996125	116.3272105	-2	3	39.999959344677656	116.32718449265059
8	40.000003	116.32738	2009-04-02 03:00:30	2009-04-02	03:00:30	3	3Thursday	1	4	40.000003	116.32738	-2	3	39.999959344677656	116.32718449265059
9	40.000003	116.32738	2009-04-02 03:50:00	2009-04-02	03:50:00	3	3Thursday	1	4	40.000003	116.32738	-2	3	39.999959344677656	116.32718449265059
10	40.000003	116.32738	2009-04-02 03:51:42.284476	2009-04-02	03:51:42.284476	3	3Thursday	1	4	40.000003	116.32738	-2	3	39.999959344677656	116.32718449265059
11	40.00980791666667	116.3231005	2009-04-02 03:58:17.715524	2009-04-02	03:58:17.715524	3	3Thursday	1	5	40.009853429445556	116.32248828334166	-2	5	40.0106096082773	116.32214932165148
12	40.00980791666667	116.3231005	2009-04-02 04:00:00	2009-04-02	04:00:00	4	3Thursday	1	5	40.009853429445556	116.32248828334166	-2	5	40.0106096082773	116.32214932165148
13	40.01010542857143	116.32259714285715	2009-04-02 04:01:00	2009-04-02	04:01:00	4	3Thursday	1	5	40.009853429445556	116.32248828334166	-2	5	40.0106096082773	116.32214932165148
14	40.010211	116.32252700000001	2009-04-02 04:02:00	2009-04-02	04:02:00	4	3Thursday	1	5	40.009853429445556	116.32248828334166	-2	5	40.0106096082773	116.32214932165148
15	40.009308000000004	116.32281299999998	2009-04-02 04:25:00	2009-04-02	04:25:00	4	3Thursday	1	5	40.009853429445556	116.32248828334166	-2	5	40.0106096082773	116.32214932165148
16	40.01059958333334	116.3221175	2009-04-02 04:26:00	2009-04-02	04:26:00	4	3Thursday	1	5	40.009853429445556	116.32248828334166	-2	5	40.0106096082773	116.32214932165148
17	40.009997769230765	116.32249876923076	2009-04-02 04:27:00	2009-04-02	04:27:00	4	3Thursday	1	5	40.009853429445556	116.32248828334166	-2	5	40.0106096082773	116.32214932165148
18	40.00971042857143	116.32245478571429	2009-04-02 04:28:00	2009-04-02	04:28:00	4	3Thursday	1	5	40.009853429445556	116.32248828334166	-2	5	40.0106096082773	116.32214932165148
