Timestamp	Latitude	Longitude	0	Altitude	NumDays	ClusterId	ClusterMeanLat	ClusterMeanLon	StayPoint	SignificantPlace	Timestamp
2008-10-30 09:54:00	40.01523382222222	116.33877495555556	0.0	118.10000000000001	39751.41277263375	26.0	40.01525968975694	116.33843788090279	1.0	-1.0	2008-10-30 09:54:00
2008-10-30 09:55:00	40.01519032499999	116.338322425	0.0	114.8	39751.41362847222	26.0	40.01525968975694	116.33843788090279	1.0	-1.0	2008-10-30 09:55:00
2008-10-30 09:56:00	40.015404933333336	116.33813326666666	0.0	114.8	39751.414216820966	26.0	40.01525968975694	116.33843788090279	1.0	-1.0	2008-10-30 09:56:00
2008-10-30 09:58:00	40.0155816	116.33815829999999	0.0	114.8	39751.415925925896	26.0	40.01525968975694	116.33843788090279	1.0	-1.0	2008-10-30 09:58:00
2008-10-30 10:01:00	40.015323249999994	116.3382416	0.0	114.8	39751.41801504629	26.0	40.01525968975694	116.33843788090279	1.0	-1.0	2008-10-30 10:01:00
2008-10-30 10:02:00	40.015034099999994	116.33840409999999	0.0	111.5	39751.4183854167	26.0	40.01525968975694	116.33843788090279	1.0	-1.0	2008-10-30 10:02:00
2008-10-30 10:04:00	40.0151033	116.33854410000001	0.0	105.0	39751.4194733796	26.0	40.01525968975694	116.33843788090279	1.0	-1.0	2008-10-30 10:04:00
2008-10-30 10:05:00	40.0152061875	116.3389243	0.0	103.35	39751.420600405094	26.0	40.01525968975694	116.33843788090279	1.0	-1.0	2008-10-30 10:05:00
2008-10-30 12:15:00	40.017839620000004	116.34511261999998	0.0	163.35999999999999	39751.51072222223	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:15:00
2008-10-30 12:16:00	40.01800745	116.3449458	0.0	165.65	39751.51119212965	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:16:00
2008-10-30 12:17:00	40.0176290875	116.34504807500001	0.0	167.29999999999998	39751.51215567129	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:17:00
2008-10-30 12:18:00	40.0174916	116.34518380000002	0.0	168.4	39751.51292052466	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:18:00
2008-10-30 12:19:00	40.01783661666666	116.34498938333333	0.0	166.75	39751.51350694443	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:19:00
2008-10-30 12:20:00	40.017720600000004	116.34485826	0.0	167.3	39751.51441666666	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:20:00
2008-10-30 12:21:00	40.017349457142856	116.34515042857142	0.0	167.29999999999998	39751.51486937832	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:21:00
2008-10-30 12:22:00	40.01777554545455	116.3449984272727	0.0	167.29999999999998	39751.51551241584	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:22:00
2008-10-30 12:23:00	40.0173666	116.3448712	0.0	169.775	39751.516333912026	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:23:00
2008-10-30 12:24:00	40.017385499999996	116.34509826666665	0.0	171.70000000000002	39751.51718364197	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:24:00
2008-10-30 12:25:00	40.01756883333333	116.34503050000001	0.0	164.0	39751.5176273148	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:25:00
2008-10-30 12:26:00	40.01764364	116.34488730000001	0.0	167.3	39751.518418981475	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:26:00
2008-10-30 12:27:00	40.017949933333334	116.34522966666668	0.0	296.90000000000003	39751.519197530884	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:27:00
2008-10-30 12:28:00	40.017807733333335	116.34517493333334	0.0	205.63333333333333	39751.5196759259	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:28:00
2008-10-30 12:29:00	40.017669399999996	116.34524603333335	0.0	193.6	39751.520574845694	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:29:00
2008-10-30 12:30:00	40.01749993333333	116.34517716666666	0.0	187.0	39751.521238425936	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:30:00
2008-10-30 12:31:00	40.017314125	116.34502450000001	0.0	191.125	39751.521779513874	760.0	40.017587243288524	116.34511093297036	1.0	-1.0	2008-10-30 12:31:00
2008-11-01 08:29:00	40.06337188333334	116.40360548333332	0.0	177.20000000000002	39753.35369212961	201.0	40.06332932142857	116.40362418809525	1.0	-1.0	2008-11-01 08:29:00
2008-11-01 08:30:00	40.0632327	116.40369549999998	0.0	177.19999999999996	39753.35436728394	201.0	40.06332932142857	116.40362418809525	1.0	-1.0	2008-11-01 08:30:00
2008-11-01 08:31:00	40.0634116	116.4037149	0.0	177.2	39753.3552430556	201.0	40.06332932142857	116.40362418809525	1.0	-1.0	2008-11-01 08:31:00
2008-11-01 08:41:00	40.0633258	116.40357409999999	0.0	177.2	39753.36206018514	201.0	40.06332932142857	116.40362418809525	1.0	-1.0	2008-11-01 08:41:00
2008-11-01 08:42:00	40.063325	116.403705	0.0	177.2	39753.3629398148	201.0	40.06332932142857	116.40362418809525	1.0	-1.0	2008-11-01 08:42:00
2008-11-01 08:43:00	40.06331326666666	116.40342273333334	0.0	177.19999999999996	39753.36347608023	201.0	40.06332932142857	116.40362418809525	1.0	-1.0	2008-11-01 08:43:00
2008-11-01 08:44:00	40.063325	116.40365159999999	0.0	177.2	39753.3640046296	201.0	40.06332932142857	116.40362418809525	1.0	-1.0	2008-11-01 08:44:00
2008-11-02 06:28:00	40.0297333	116.33931489999999	0.0	91.9	39754.269537037	1626.0	40.02964027276786	116.33944687125003	1.0	-1.0	2008-11-02 06:28:00
2008-11-02 07:01:00	40.02974329999999	116.33930330000001	0.0	78.7	39754.2926736111	1626.0	40.02964027276786	116.33944687125003	1.0	-1.0	2008-11-02 07:01:00
2008-11-02 08:36:00	40.01813494545455	116.34123932727272	0.0	125.56363636363636	39754.35864372896	992.0	40.01792972570002	116.34135112341394	1.0	-1.0	2008-11-02 08:36:00
2008-11-02 08:37:00	40.0178266	116.3414416	0.0	131.2	39754.3590625	992.0	40.01792972570002	116.34135112341394	1.0	-1.0	2008-11-02 08:37:00
2008-11-02 23:58:00	40.0178316	116.34122990000002	0.0	259.2	39754.9991782407	992.0	40.01792972570002	116.34135112341394	1.0	-1.0	2008-11-02 23:58:00
2008-11-02 23:59:00	40.017845775000005	116.3413983	0.0	258.375	39754.99956886575	992.0	40.01792972570002	116.34135112341394	1.0	-1.0	2008-11-02 23:59:00
2008-11-04 09:49:00	40.01768562941177	116.34096083529413	0.0	109.81764705882351	39756.4093259804	992.0	40.01792972570002	116.34135112341394	1.0	-1.0	2008-11-04 09:49:00
2008-11-04 09:50:00	40.017928771428565	116.34145375714284	0.0	119.9857142857143	39756.41001157409	992.0	40.01792972570002	116.34135112341394	1.0	-1.0	2008-11-04 09:50:00
2008-11-04 09:51:00	40.017919899999995	116.3414183	0.0	124.7	39756.4104166667	992.0	40.01792972570002	116.34135112341394	1.0	-1.0	2008-11-04 09:51:00
2008-11-05 00:55:00	40.017708299999995	116.3414416	0.0	128.0	39757.038699845696	992.0	40.01792972570002	116.34135112341394	1.0	-1.0	2008-11-05 00:55:00
2008-11-05 00:57:00	40.01790603333333	116.34147660000001	0.0	124.7	39757.0400308642	992.0	40.01792972570002	116.34135112341394	1.0	-1.0	2008-11-05 00:57:00
2008-11-05 04:31:00	39.8458855	116.37341826666666	0.0	164.03333333333333	39757.1882523148	1394.0	39.84548826666667	116.37327271354171	1.0	-1.0	2008-11-05 04:31:00
2008-11-05 05:01:00	39.845563674999994	116.373377875	0.0	179.60000000000002	39757.2095804398	1394.0	39.84548826666667	116.37327271354171	1.0	-1.0	2008-11-05 05:01:00
2008-11-05 05:03:00	39.845307425	116.37337369999999	0.0	177.2	39757.210821759276	1394.0	39.84548826666667	116.37327271354171	1.0	-1.0	2008-11-05 05:03:00
2008-11-05 08:34:00	40.01773127999999	116.34076995000001	0.0	161.73999999999998	39757.35720717594	992.0	40.01792972570002	116.34135112341394	1.0	-1.0	2008-11-05 08:34:00
2008-11-05 08:35:00	40.018017799999996	116.34121112857143	0.0	144.37142857142857	39757.35782572751	992.0	40.01792972570002	116.34135112341394	1.0	-1.0	2008-11-05 08:35:00
2008-11-05 13:49:00	40.017886600000004	116.34135659999998	0.0	154.2	39757.5762384259	992.0	40.01792972570002	116.34135112341394	1.0	-1.0	2008-11-05 13:49:00
