	Latitude	Longitude	Timestamp	Date	Time	Hour	Weekday	StayPoint	StayptId	StayMeanLat	StayMeanLon	State	StateId	StateMeanLat	StateMeanLon
0	39.9848539125	116.41817868750002	2008-02-02 16:57:00	2008-02-02	16:57:00	16	5Saturday	1	1	39.9848539125	116.41817868750002	-2	1	39.9848539125	116.41817868750002
1	39.9848539125	116.41817868750002	2008-02-02 17:11:44.761473	2008-02-02	17:11:44.761473	17	5Saturday	1	1	39.9848539125	116.41817868750002	-2	1	39.9848539125	116.41817868750002
2	39.902802225	116.4210801375	2008-02-03 03:56:15.238527	2008-02-03	03:56:15.238527	3	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
3	39.902802225	116.4210801375	2008-02-03 04:11:00	2008-02-03	04:11:00	4	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
4	39.9020899	116.42083159999999	2008-02-03 04:15:00	2008-02-03	04:15:00	4	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
5	39.90258660000001	116.42033490000001	2008-02-03 04:19:00	2008-02-03	04:19:00	4	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
6	39.9027574	116.42020495	2008-02-03 04:23:00	2008-02-03	04:23:00	4	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
7	39.9026383	116.42003490000002	2008-02-03 04:27:00	2008-02-03	04:27:00	4	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
8	39.9027233	116.42009499999999	2008-02-03 04:31:00	2008-02-03	04:31:00	4	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
9	39.9029083	116.42030159999999	2008-02-03 04:35:00	2008-02-03	04:35:00	4	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
10	39.9024583	116.4197683	2008-02-03 04:39:00	2008-02-03	04:39:00	4	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
11	39.90307135	116.42071521666666	2008-02-03 04:43:00	2008-02-03	04:43:00	4	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
12	39.90317773333333	116.4211427	2008-02-03 04:44:00	2008-02-03	04:44:00	4	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
13	39.902815000000004	116.4200483	2008-02-03 04:48:00	2008-02-03	04:48:00	4	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
14	39.9028516	116.4204416	2008-02-03 04:52:00	2008-02-03	04:52:00	4	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
15	39.90291	116.4206216	2008-02-03 04:56:00	2008-02-03	04:56:00	4	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
16	39.90291	116.4206216	2008-02-03 05:02:30	2008-02-03	05:02:30	5	6Sunday	1	2	39.9027530775641	116.42043236955129	-2	2	39.9027530775641	116.42043236955129
