	(17-18)-1.0	(17-18)-2.0	(17-18)-3.0	(17-18)-4.0	(17-18)-5.0	(17-18)-6.0	(17-18)-7.0	(17-18)-8.0	(17-18)-9.0	(17-18)-10.0	(17-18)-11.0	(17-18)-12.0	(17-18)-13.0	(17-18)-14.0	(17-18)-15.0	(17-18)-16.0
1.0	1.3120776749983603e-05	1.3120776749983603e-05	1.3120776749983603e-05	1.3120776749983603e-05	1.3120776749983603e-05	1.3120776749983603e-05	1.3120776749983603e-05	1.3120776749983603e-05	1.3120776749983603e-05	1.3120776749983603e-05	1.3120776749983603e-05	1.3120776749983603e-05	0.9998031883487504	1.3120776749983603e-05	1.3120776749983603e-05	1.3120776749983603e-05
2.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
3.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
4.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
5.0	3.333166674999583e-06	3.333166674999583e-06	3.333166674999583e-06	3.333166674999583e-06	0.9999500024998749	3.333166674999583e-06	3.333166674999583e-06	3.333166674999583e-06	3.333166674999583e-06	3.333166674999583e-06	3.333166674999583e-06	3.333166674999583e-06	3.333166674999583e-06	3.333166674999583e-06	3.333166674999583e-06	3.333166674999583e-06
6.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
7.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
8.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
9.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
10.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
11.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
12.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
13.0	4.1990342221289104e-05	4.1990342221289104e-05	4.1990342221289104e-05	4.1990342221289104e-05	4.1990342221289104e-05	4.1990342221289104e-05	4.1990342221289104e-05	4.1990342221289104e-05	4.1990342221289104e-05	4.1990342221289104e-05	4.1990342221289104e-05	4.1990342221289104e-05	0.9993701448666805	4.1990342221289104e-05	4.1990342221289104e-05	4.1990342221289104e-05
14.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
15.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
16.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
