	(14-15)-1.0	(14-15)-2.0	(14-15)-3.0	(14-15)-4.0	(14-15)-5.0	(14-15)-6.0	(14-15)-7.0	(14-15)-8.0	(14-15)-9.0	(14-15)-10.0	(14-15)-11.0	(14-15)-12.0	(14-15)-13.0	(14-15)-14.0	(14-15)-15.0	(14-15)-16.0
1.0	0.9999500024998746	3.3331666749995825e-06	3.3331666749995825e-06	3.3331666749995825e-06	3.3331666749995825e-06	3.3331666749995825e-06	3.3331666749995825e-06	3.3331666749995825e-06	3.3331666749995825e-06	3.3331666749995825e-06	3.3331666749995825e-06	3.3331666749995825e-06	3.3331666749995825e-06	3.3331666749995825e-06	3.3331666749995825e-06	3.3331666749995825e-06
2.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
3.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
4.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
5.0	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	0.9998500224966247	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06
6.0	2.3071244001476555e-05	2.3071244001476555e-05	2.3071244001476555e-05	2.3071244001476555e-05	0.4748728164366974	2.3071244001476555e-05	2.3071244001476555e-05	2.3071244001476555e-05	2.3071244001476555e-05	0.5248041861472817	2.3071244001476555e-05	2.3071244001476555e-05	2.3071244001476555e-05	2.3071244001476555e-05	2.3071244001476555e-05	2.3071244001476555e-05
7.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
8.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
9.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
10.0	1.7641662550278746e-05	1.7641662550278746e-05	1.7641662550278746e-05	1.7641662550278746e-05	0.4749089251486196	1.7641662550278746e-05	1.7641662550278746e-05	1.7641662550278746e-05	1.7641662550278746e-05	0.5248440915756769	1.7641662550278746e-05	1.7641662550278746e-05	1.7641662550278746e-05	1.7641662550278746e-05	1.7641662550278746e-05	1.7641662550278746e-05
11.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
12.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
13.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
14.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
15.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
16.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
