	(22-23)-1.0	(22-23)-2.0	(22-23)-3.0	(22-23)-4.0	(22-23)-5.0	(22-23)-6.0	(22-23)-7.0	(22-23)-8.0	(22-23)-9.0	(22-23)-10.0
1.0	0.9183354863198622	3.0611182877328743e-06	3.0611182877328743e-06	0.08164002473383575	3.0611182877328743e-06	3.0611182877328743e-06	3.0611182877328743e-06	3.0611182877328743e-06	3.0611182877328743e-06	3.0611182877328743e-06
2.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	1.363530999877283e-05	1.363530999877283e-05	1.363530999877283e-05	0.9998772822100115	1.363530999877283e-05	1.363530999877283e-05	1.363530999877283e-05	1.363530999877283e-05	1.363530999877283e-05	1.363530999877283e-05
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
