	(21-22)-1.0	(21-22)-2.0	(21-22)-3.0	(21-22)-4.0	(21-22)-5.0	(21-22)-6.0	(21-22)-7.0	(21-22)-8.0	(21-22)-9.0	(21-22)-10.0
1.0	0.7153180140054922	2.189726678316014e-06	2.189726678316014e-06	0.2846644681810817	2.189726678316014e-06	2.189726678316014e-06	2.189726678316014e-06	2.189726678316014e-06	2.189726678316014e-06	2.189726678316014e-06
2.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	2.3073905720021227e-05	2.3073905720021227e-05	2.3073905720021227e-05	0.9997923348485197	2.3073905720021227e-05	2.3073905720021227e-05	2.3073905720021227e-05	2.3073905720021227e-05	2.3073905720021227e-05	2.3073905720021227e-05
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
