	StateId	Hour	Prob	FromState	FromHour	FromProb	PathId
0	7.0	3.0	0.9995801763259404	start	2.0	1.0	1.0
1	7.0	4.0	0.5163298321323702	7.0	3.0	0.9995801763259404	1.0
2	7.0	5.0	0.4994919582207475	7.0	4.0	0.5163298321323702	1.0
3	7.0	6.0	0.49928225967168405	7.0	5.0	0.4994919582207475	1.0
4	7.0	7.0	0.49907264915903593	7.0	6.0	0.49928225967168405	1.0
5	8.0	4.0	0.3247985975864129	7.0	3.0	0.9995801763259404	2.0
6	56.0	8.0	0.32426427360119636	7.0	7.0	0.49907264915903593	1.0
7	8.0	9.0	0.27003908684479094	56.0	8.0	0.32426427360119636	1.0
8	8.0	10.0	0.26997785598951385	8.0	9.0	0.27003908684479094	1.0
9	8.0	11.0	0.21294813824316192	8.0	10.0	0.26997785598951385	1.0
10	7.0	8.0	0.17460383963141338	7.0	7.0	0.49907264915903593	1.0
11	10.0	4.0	0.15825187054710305	7.0	3.0	0.9995801763259404	3.0
12	10.0	5.0	0.15816707329055243	10.0	4.0	0.15825187054710305	3.0
13	8.0	5.0	0.15663186753059033	8.0	4.0	0.3247985975864129	2.0
14	8.0	9.0	0.11705584896761463	7.0	8.0	0.17460383963141338	1.0
15	8.0	10.0	0.11702930677392251	8.0	9.0	0.11705584896761463	1.0
16	5.0	6.0	0.11699263069154343	10.0	5.0	0.15816707329055243	3.0
17	8.0	6.0	0.10701244912495814	8.0	5.0	0.15663186753059033	2.0
18	10.0	5.0	0.09267124442447378	8.0	4.0	0.3247985975864129	2.0
19	8.0	11.0	0.0923082113755382	8.0	10.0	0.11702930677392251	1.0
20	5.0	7.0	0.09019694175291973	5.0	6.0	0.11699263069154343	3.0
21	8.0	12.0	0.08996579547998163	8.0	11.0	0.21294813824316192	4.0
22	8.0	13.0	0.08994542576973417	8.0	12.0	0.08996579547998163	4.0
23	5.0	8.0	0.08694665310431213	5.0	7.0	0.09019694175291973	3.0
24	8.0	7.0	0.07827639994218309	8.0	6.0	0.10701244912495814	5.0
25	8.0	8.0	0.0782447760487725	8.0	7.0	0.07827639994218309	5.0
26	8.0	9.0	0.07821192703941574	8.0	8.0	0.0782447760487725	5.0
27	8.0	10.0	0.0781941926319955	8.0	9.0	0.07821192703941574	5.0
28	5.0	6.0	0.06854683752516406	10.0	5.0	0.09267124442447378	2.0
29	7.0	12.0	0.06340169491064043	8.0	11.0	0.21294813824316192	6.0
30	8.0	11.0	0.06167656855181989	8.0	10.0	0.0781941926319955	5.0
31	106.0	11.0	0.05549104912302795	8.0	10.0	0.26997785598951385	7.0
32	106.0	12.0	0.055453282982517796	106.0	11.0	0.05549104912302795	7.0
33	106.0	13.0	0.0554300023815175	106.0	12.0	0.055453282982517796	7.0
34	106.0	14.0	0.05540673155426464	106.0	13.0	0.0554300023815175	7.0
35	56.0	9.0	0.05402077976362254	56.0	8.0	0.32426427360119636	8.0
36	8.0	10.0	0.05388501667422125	56.0	9.0	0.05402077976362254	8.0
37	5.0	7.0	0.05284704750254821	5.0	6.0	0.06854683752516406	2.0
38	5.0	8.0	0.050942679624084095	5.0	7.0	0.05284704750254821	2.0
39	7.0	9.0	0.04995238746537768	7.0	8.0	0.17460383963141338	1.0
40	7.0	10.0	0.049929320119482576	7.0	9.0	0.04995238746537768	1.0
41	7.0	11.0	0.04990835860886672	7.0	10.0	0.049929320119482576	1.0
42	7.0	12.0	0.04965609055376181	7.0	11.0	0.04990835860886672	1.0
43	45.0	6.0	0.04958731545389332	8.0	5.0	0.15663186753059033	2.0
44	45.0	7.0	0.049554451298602996	45.0	6.0	0.04958731545389332	2.0
45	45.0	8.0	0.04953364716679286	45.0	7.0	0.049554451298602996	2.0
46	5.0	9.0	0.046598063938073926	5.0	8.0	0.08694665310431213	3.0
47	8.0	14.0	0.04622555117513761	8.0	13.0	0.08994542576973417	4.0
48	8.0	15.0	0.04621778658699094	8.0	14.0	0.04622555117513761	4.0
49	8.0	16.0	0.04621131700261054	8.0	15.0	0.04621778658699094	4.0
50	8.0	17.0	0.046201614663531135	8.0	16.0	0.04621131700261054	4.0
51	8.0	18.0	0.046194759345722126	8.0	17.0	0.046201614663531135	4.0
52	8.0	19.0	0.04618506048302063	8.0	18.0	0.046194759345722126	4.0
53	8.0	20.0	0.04617131634113453	8.0	19.0	0.04618506048302063	4.0
54	8.0	21.0	0.04616485326167785	8.0	20.0	0.04617131634113453	4.0
55	45.0	9.0	0.04589024215091549	45.0	8.0	0.04953364716679286	2.0
56	88.0	10.0	0.04586945596476443	45.0	9.0	0.04589024215091549	2.0
57	88.0	11.0	0.04585019888123423	88.0	10.0	0.04586945596476443	2.0
58	88.0	12.0	0.045830949882283596	88.0	11.0	0.04585019888123423	2.0
59	155.0	13.0	0.045811708964518465	88.0	12.0	0.045830949882283596	2.0
60	5.0	14.0	0.04579247612454603	155.0	13.0	0.045811708964518465	2.0
61	5.0	10.0	0.0457268685024622	5.0	9.0	0.046598063938073926	3.0
62	5.0	11.0	0.045724734681510476	5.0	10.0	0.0457268685024622	3.0
63	5.0	15.0	0.04431412729522581	5.0	14.0	0.04579247612454603	2.0
64	5.0	16.0	0.04431303250265814	5.0	15.0	0.04431412729522581	2.0
65	5.0	14.0	0.043706972296374595	8.0	13.0	0.08994542576973417	4.0
66	8.0	11.0	0.042502426496871054	8.0	10.0	0.05388501667422125	8.0
67	5.0	12.0	0.04246703011747429	5.0	11.0	0.045724734681510476	3.0
68	5.0	15.0	0.04229595116810585	5.0	14.0	0.043706972296374595	4.0
69	5.0	16.0	0.04229490623512831	5.0	15.0	0.04229595116810585	4.0
70	187.0	6.0	0.04110962067594855	10.0	5.0	0.15816707329055243	3.0
71	8.0	22.0	0.039721268250743645	8.0	21.0	0.04616485326167785	4.0
72	8.0	12.0	0.03899814168016684	8.0	11.0	0.0923082113755382	1.0
73	8.0	13.0	0.03898931187054891	8.0	12.0	0.03899814168016684	1.0
74	5.0	5.0	0.038668406883839206	8.0	4.0	0.3247985975864129	2.0
75	5.0	6.0	0.037816831495999424	5.0	5.0	0.038668406883839206	2.0
76	5.0	17.0	0.03770257860466639	5.0	16.0	0.04431303250265814	2.0
77	5.0	13.0	0.03619422805931847	5.0	12.0	0.04246703011747429	3.0
78	5.0	17.0	0.03598550893151502	5.0	16.0	0.04229490623512831	4.0
79	187.0	7.0	0.0353014029416914	187.0	6.0	0.04110962067594855	3.0
80	187.0	8.0	0.03528658257700904	187.0	7.0	0.0353014029416914	3.0
81	187.0	9.0	0.03527176843426664	187.0	8.0	0.03528658257700904	3.0
82	187.0	10.0	0.035256960510852066	187.0	9.0	0.03527176843426664	3.0
83	187.0	11.0	0.03524215880415431	187.0	10.0	0.035256960510852066	3.0
84	5.0	14.0	0.035114374405297195	5.0	13.0	0.03619422805931847	3.0
85	106.0	12.0	0.03448388940747695	8.0	11.0	0.21294813824316192	9.0
86	106.0	13.0	0.0344694122543301	106.0	12.0	0.03448388940747695	9.0
87	106.0	14.0	0.034454941179034866	106.0	13.0	0.0344694122543301	9.0
88	5.0	15.0	0.033980753804541845	5.0	14.0	0.035114374405297195	3.0
89	5.0	16.0	0.0339799143007768	5.0	15.0	0.033980753804541845	3.0
90	187.0	12.0	0.031116641048879453	187.0	11.0	0.03524215880415431	10.0
91	5.0	13.0	0.0311018524402246	187.0	12.0	0.031116641048879453	10.0
92	5.0	18.0	0.03098476279439909	5.0	17.0	0.03770257860466639	2.0
93	7.0	13.0	0.030724305947090712	7.0	12.0	0.06340169491064043	6.0
94	5.0	14.0	0.03017392965238771	5.0	13.0	0.0311018524402246	10.0
95	5.0	18.0	0.029573639245479105	5.0	17.0	0.03598550893151502	4.0
96	5.0	15.0	0.029199804701025074	5.0	14.0	0.03017392965238771	10.0
97	5.0	16.0	0.029199083311907986	5.0	15.0	0.029199804701025074	10.0
98	5.0	7.0	0.029155362415243087	5.0	6.0	0.037816831495999424	11.0
99	5.0	17.0	0.028910916666062415	5.0	16.0	0.0339799143007768	3.0
100	45.0	7.0	0.028703955858798546	8.0	6.0	0.10701244912495814	12.0
101	45.0	8.0	0.02869190525858989	45.0	7.0	0.028703955858798546	12.0
102	5.0	8.0	0.028104735402146627	5.0	7.0	0.029155362415243087	11.0
103	5.0	19.0	0.02761496249952941	5.0	18.0	0.03098476279439909	2.0
104	7.0	12.0	0.02748320367420124	8.0	11.0	0.0923082113755382	1.0
105	5.0	9.0	0.02730214628793062	5.0	8.0	0.050942679624084095	2.0
106	5.0	10.0	0.026791706513864935	5.0	9.0	0.02730214628793062	2.0
107	5.0	11.0	0.026790456292571325	5.0	10.0	0.026791706513864935	2.0
108	45.0	9.0	0.026581496727955685	45.0	8.0	0.02869190525858989	12.0
109	88.0	10.0	0.02656945652260344	45.0	9.0	0.026581496727955685	12.0
110	88.0	11.0	0.026558302035748382	88.0	10.0	0.02656945652260344	12.0
111	88.0	12.0	0.026547152231810978	88.0	11.0	0.026558302035748382	12.0
112	155.0	13.0	0.026536007108825255	88.0	12.0	0.026547152231810978	12.0
113	5.0	14.0	0.026524866664825956	155.0	13.0	0.026536007108825255	12.0
114	5.0	19.0	0.02635730807938093	5.0	18.0	0.029573639245479105	4.0
115	8.0	12.0	0.02605696202849181	8.0	11.0	0.06167656855181989	5.0
116	8.0	13.0	0.02605106231112014	8.0	12.0	0.02605696202849181	5.0
117	5.0	15.0	0.025668546830205762	5.0	14.0	0.026524866664825956	12.0
118	5.0	16.0	0.025667912681774825	5.0	15.0	0.025668546830205762	12.0
119	29.0	12.0	0.025061671784825497	8.0	11.0	0.21294813824316192	13.0
120	5.0	12.0	0.024881743375048095	5.0	11.0	0.026790456292571325	2.0
121	5.0	17.0	0.02484327231916201	5.0	16.0	0.029199083311907986	10.0
122	187.0	6.0	0.02408642726074762	10.0	5.0	0.09267124442447378	2.0
123	7.0	13.0	0.02406321976818597	7.0	12.0	0.04965609055376181	1.0
124	106.0	11.0	0.024054117280188626	8.0	10.0	0.11702930677392251	1.0
125	106.0	12.0	0.024037746510714848	106.0	11.0	0.024054117280188626	1.0
126	106.0	13.0	0.024027654895658643	106.0	12.0	0.024037746510714848	1.0
127	106.0	14.0	0.02401756751730135	106.0	13.0	0.024027654895658643	1.0
128	5.0	18.0	0.023759592267137714	5.0	17.0	0.028910916666062415	3.0
129	29.0	5.0	0.023494780129588548	8.0	4.0	0.3247985975864129	2.0
130	29.0	6.0	0.02348491646467333	29.0	5.0	0.023494780129588548	2.0
131	29.0	7.0	0.023475056940758156	29.0	6.0	0.02348491646467333	2.0
132	29.0	8.0	0.02346520155610454	29.0	7.0	0.023475056940758156	2.0
133	29.0	9.0	0.023455526490670286	29.0	8.0	0.02346520155610454	2.0
134	29.0	10.0	0.02345060186427876	29.0	9.0	0.023455526490670286	2.0
135	29.0	11.0	0.0234407567464452	29.0	10.0	0.02345060186427876	2.0
136	7.0	14.0	0.02332706148088668	7.0	13.0	0.030724305947090712	6.0
137	5.0	17.0	0.02183886863180212	5.0	16.0	0.025667912681774825	12.0
138	5.0	20.0	0.02151552799811874	5.0	19.0	0.02761496249952941	2.0
139	5.0	13.0	0.021206462795696168	5.0	12.0	0.024881743375048095	2.0
140	5.0	19.0	0.02117557761583766	5.0	18.0	0.023759592267137714	3.0
141	187.0	7.0	0.020683350032827147	187.0	6.0	0.02408642726074762	2.0
142	187.0	8.0	0.020674666672824554	187.0	7.0	0.020683350032827147	2.0
143	187.0	9.0	0.02066598695830206	187.0	8.0	0.020674666672824554	2.0
144	187.0	10.0	0.020657310887729208	187.0	9.0	0.02066598695830206	2.0
145	187.0	11.0	0.02064863845957618	187.0	10.0	0.020657310887729208	2.0
146	5.0	14.0	0.02057376864619619	5.0	13.0	0.021206462795696168	2.0
147	5.0	20.0	0.020535657071655465	5.0	19.0	0.02635730807938093	4.0
148	5.0	18.0	0.020416717591582013	5.0	17.0	0.02484327231916201	10.0
149	8.0	14.0	0.020037733055702733	8.0	13.0	0.03898931187054891	1.0
150	8.0	15.0	0.020034367281999334	8.0	14.0	0.020037733055702733	1.0
151	8.0	16.0	0.02003156286319847	8.0	15.0	0.020034367281999334	1.0
152	8.0	17.0	0.02002735711820362	8.0	16.0	0.02003156286319847	1.0
153	8.0	18.0	0.020024385492668027	8.0	17.0	0.02002735711820362	1.0
154	8.0	19.0	0.020020181254604533	8.0	18.0	0.020024385492668027	1.0
155	8.0	20.0	0.020014223479322416	8.0	19.0	0.020020181254604533	1.0
156	8.0	21.0	0.020011421880259162	8.0	20.0	0.020014223479322416	1.0
