	Latitude	Longitude	Timestamp	Date	Time	Hour	Weekday	StayPoint	StayptId	StayMeanLat	StayMeanLon	State	StateId	StateMeanLat	StateMeanLon
0	40.05160572727272	116.39880909090911	2010-06-01 19:12:00	2010-06-01	19:12:00	19	1Tuesday	1	1	40.05160572727272	116.39880909090911	-2	1	40.05203909090909	116.39807823636363
1	40.05160572727272	116.39880909090911	2010-06-02 01:09:30	2010-06-02	01:09:30	1	2Wednesday	1	1	40.05160572727272	116.39880909090911	-2	1	40.05203909090909	116.39807823636363
2	40.052328	116.39759099999999	2010-06-02 01:09:30	2010-06-02	01:09:30	1	2Wednesday	1	2	40.052328	116.39759099999999	-2	1	40.05203909090909	116.39807823636363
3	40.052328	116.39759099999999	2010-06-02 07:07:00	2010-06-02	07:07:00	7	2Wednesday	1	2	40.052328	116.39759099999999	-2	1	40.05203909090909	116.39807823636363
4	40.052328	116.39759099999999	2010-06-02 07:08:02.734372	2010-06-02	07:08:02.734372	7	2Wednesday	1	2	40.052328	116.39759099999999	-2	1	40.05203909090909	116.39807823636363
5	39.976624699999995	116.33149	2010-06-02 07:58:57.265628	2010-06-02	07:58:57.265628	7	2Wednesday	1	3	39.976624699999995	116.33149	-2	3	39.976624699999995	116.33149
6	39.976624699999995	116.33149	2010-06-02 08:00:00	2010-06-02	08:00:00	8	2Wednesday	1	3	39.976624699999995	116.33149	-2	3	39.976624699999995	116.33149
7	39.976624699999995	116.33149	2010-06-02 13:22:30	2010-06-02	13:22:30	13	2Wednesday	1	3	39.976624699999995	116.33149	-2	3	39.976624699999995	116.33149
8	39.97749833333333	116.32741699999998	2010-06-02 13:22:30	2010-06-02	13:22:30	13	2Wednesday	1	4	39.97749833333333	116.32741699999998	-2	4	39.97749833333333	116.32741699999998
9	39.97749833333333	116.32741699999998	2010-06-02 18:45:00	2010-06-02	18:45:00	18	2Wednesday	1	4	39.97749833333333	116.32741699999998	-2	4	39.97749833333333	116.32741699999998
