	(22-23)-1.0	(22-23)-2.0	(22-23)-3.0	(22-23)-4.0	(22-23)-5.0	(22-23)-6.0	(22-23)-7.0	(22-23)-8.0	(22-23)-9.0	(22-23)-10.0	(22-23)-11.0	(22-23)-12.0	(22-23)-13.0	(22-23)-14.0	(22-23)-15.0	(22-23)-16.0
1.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
2.0	7.3328471336516446e-06	0.7332847133651644	7.3328471336516446e-06	0.2666126267749638	7.3328471336516446e-06	7.3328471336516446e-06	7.3328471336516446e-06	7.3328471336516446e-06	7.3328471336516446e-06	7.3328471336516446e-06	7.3328471336516446e-06	7.3328471336516446e-06	7.3328471336516446e-06	7.3328471336516446e-06	7.3328471336516446e-06	7.3328471336516446e-06
3.0	1.6172183243238305e-05	1.6172183243238305e-05	1.6172183243238305e-05	0.9997574172513524	1.6172183243238305e-05	1.6172183243238305e-05	1.6172183243238305e-05	1.6172183243238305e-05	1.6172183243238305e-05	1.6172183243238305e-05	1.6172183243238305e-05	1.6172183243238305e-05	1.6172183243238305e-05	1.6172183243238305e-05	1.6172183243238305e-05	1.6172183243238305e-05
4.0	1.1515861403172232e-05	1.1515861403172232e-05	1.1515861403172232e-05	0.9998272620789531	1.1515861403172232e-05	1.1515861403172232e-05	1.1515861403172232e-05	1.1515861403172232e-05	1.1515861403172232e-05	1.1515861403172232e-05	1.1515861403172232e-05	1.1515861403172232e-05	1.1515861403172232e-05	1.1515861403172232e-05	1.1515861403172232e-05	1.1515861403172232e-05
5.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
6.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
7.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
8.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
9.0	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	0.9998500224966249	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06
10.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
11.0	6.660006660006656e-05	6.660006660006656e-05	6.660006660006656e-05	0.9990009990009981	6.660006660006656e-05	6.660006660006656e-05	6.660006660006656e-05	6.660006660006656e-05	6.660006660006656e-05	6.660006660006656e-05	6.660006660006656e-05	6.660006660006656e-05	6.660006660006656e-05	6.660006660006656e-05	6.660006660006656e-05	6.660006660006656e-05
12.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
13.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
14.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
15.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
16.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
