	(12-13)-1.0	(12-13)-2.0	(12-13)-3.0	(12-13)-4.0	(12-13)-5.0	(12-13)-6.0	(12-13)-7.0	(12-13)-8.0	(12-13)-9.0	(12-13)-10.0
1.0	0.9999700008999728	3.333233336333243e-06	3.333233336333243e-06	3.333233336333243e-06	3.333233336333243e-06	3.333233336333243e-06	3.333233336333243e-06	3.333233336333243e-06	3.333233336333243e-06	3.333233336333243e-06
2.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	1.2289890476953082e-05	1.2289890476953082e-05	1.2289890476953082e-05	0.9998893909857078	1.2289890476953082e-05	1.2289890476953082e-05	1.2289890476953082e-05	1.2289890476953082e-05	1.2289890476953082e-05	1.2289890476953082e-05
5.0	5.3618412064307386e-05	5.3618412064307386e-05	5.3618412064307386e-05	0.9995174342914209	5.3618412064307386e-05	5.3618412064307386e-05	5.3618412064307386e-05	5.3618412064307386e-05	5.3618412064307386e-05	5.3618412064307386e-05
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
