	(11-12)-1.0	(11-12)-3.0	(11-12)-4.0	(11-12)-7.0	(11-12)-9.0	(11-12)-10.0	(11-12)-12.0	(11-12)-15.0	(11-12)-36.0	(11-12)-42.0
1.0	0.9999871430224473	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
12.0	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06	0.9999100080992709	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06
15.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
36.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
42.0	0.9992960164150192	7.822039833112083e-05	7.822039833112083e-05	7.822039833112083e-05	7.822039833112083e-05	7.822039833112083e-05	7.822039833112083e-05	7.822039833112083e-05	7.822039833112083e-05	7.822039833112083e-05
