	(12-13)-1.0	(12-13)-3.0	(12-13)-4.0	(12-13)-7.0	(12-13)-9.0	(12-13)-10.0	(12-13)-12.0	(12-13)-15.0	(12-13)-36.0	(12-13)-42.0
1.0	0.9999877273675617	1.363625826527705e-06	1.363625826527705e-06	1.363625826527705e-06	1.363625826527705e-06	1.363625826527705e-06	1.363625826527705e-06	1.363625826527705e-06	1.363625826527705e-06	1.363625826527705e-06
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
12.0	0.00019964064683569572	0.00019964064683569572	0.00019964064683569572	0.00019964064683569572	0.00019964064683569572	0.00019964064683569572	0.9982032341784786	0.00019964064683569572	0.00019964064683569572	0.00019964064683569572
15.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
36.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
42.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
