	(16-17)-1.0	(16-17)-3.0	(16-17)-4.0	(16-17)-7.0	(16-17)-9.0	(16-17)-10.0	(16-17)-12.0	(16-17)-15.0	(16-17)-36.0	(16-17)-42.0
1.0	0.9999871430224473	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
12.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
15.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
36.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
42.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
