	(15-16)-1.0	(15-16)-3.0	(15-16)-4.0	(15-16)-7.0	(15-16)-9.0	(15-16)-10.0	(15-16)-12.0	(15-16)-15.0	(15-16)-36.0	(15-16)-42.0
1.0	0.999988053187211	1.3274236432734804e-06	1.3274236432734804e-06	1.3274236432734804e-06	1.3274236432734804e-06	1.3274236432734804e-06	1.3274236432734804e-06	1.3274236432734804e-06	1.3274236432734804e-06	1.3274236432734804e-06
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
12.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
15.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
36.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
42.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
