	(0-1)-1.0	(0-1)-3.0	(0-1)-4.0	(0-1)-7.0	(0-1)-9.0	(0-1)-10.0	(0-1)-12.0	(0-1)-15.0	(0-1)-36.0	(0-1)-42.0
1.0	0.9106130429431238	3.035376809810413e-06	0.08936267404239757	3.035376809810413e-06	3.035376809810413e-06	3.035376809810413e-06	3.035376809810413e-06	3.035376809810413e-06	3.035376809810413e-06	3.035376809810413e-06
3.0	2.0580154556960715e-05	2.0580154556960715e-05	0.9998147786089872	2.0580154556960715e-05	2.0580154556960715e-05	2.0580154556960715e-05	2.0580154556960715e-05	2.0580154556960715e-05	2.0580154556960715e-05	2.0580154556960715e-05
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	3.7735991456571535e-06	3.7735991456571535e-06	3.7735991456571535e-06	3.7735991456571535e-06	3.7735991456571535e-06	0.999966037607689	3.7735991456571535e-06	3.7735991456571535e-06	3.7735991456571535e-06	3.7735991456571535e-06
12.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
15.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
36.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
42.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
