	(17-18)-1.0	(17-18)-3.0	(17-18)-4.0	(17-18)-7.0	(17-18)-9.0	(17-18)-10.0	(17-18)-12.0	(17-18)-15.0	(17-18)-36.0	(17-18)-42.0
1.0	0.9999871430224473	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06	1.4285530614606392e-06
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
12.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
15.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
36.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
42.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
