	(9-10)-1.0	(9-10)-3.0	(9-10)-4.0	(9-10)-7.0	(9-10)-9.0	(9-10)-10.0	(9-10)-12.0	(9-10)-15.0	(9-10)-36.0	(9-10)-42.0
1.0	0.9999773116298063	2.520930021503533e-06	2.520930021503533e-06	2.520930021503533e-06	2.520930021503533e-06	2.520930021503533e-06	2.520930021503533e-06	2.520930021503533e-06	2.520930021503533e-06	2.520930021503533e-06
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.482386429432426	3.0789968049558055e-05	3.0789968049558055e-05	3.0789968049558055e-05	3.0789968049558055e-05	3.0789968049558055e-05	0.5173672508231774	3.0789968049558055e-05	3.0789968049558055e-05	3.0789968049558055e-05
12.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
15.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
36.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
42.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
