	(23-24)-1.0	(23-24)-3.0	(23-24)-4.0	(23-24)-7.0	(23-24)-9.0	(23-24)-10.0	(23-24)-12.0	(23-24)-15.0	(23-24)-36.0	(23-24)-42.0
1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
12.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
15.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
36.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
42.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
