Timestamp	Latitude	Longitude	Timestamp	Date	Time	Distance(Km)	Time(Hr)	Speed(Km/Hr)	Hour	DistClus	ClusDur	Weekday	StayPoint	StayptId	StayMeanLat	StayMeanLon	State	StateId	StateMeanLat	StateMeanLon
2009-04-01 09:17:00	40.006552923076924	116.31703676923078	2009-04-01 09:17:00	2009-04-01	09:17:00	0.13462102383311947	0.016666666666666666	8.077261429987168	9	12	0.0	2Wednesday	1	4	40.00659203699634	116.31713695979855	-1	4	40.00659203699634	116.31713695979855
2009-04-01 09:18:00	40.00651825	116.31685112500001	2009-04-01 09:18:00	2009-04-01	09:18:00	0.016293206547484108	0.016666666666666666	0.9775923928490464	9	12	0.0	2Wednesday	1	4	40.00659203699634	116.31713695979855	-1	4	40.00659203699634	116.31713695979855
2009-04-01 09:39:00	40.00677714285714	116.31703471428571	2009-04-01 09:39:00	2009-04-01	09:39:00	0.03279687977482773	0.35	0.09370537078522209	9	12	0.0	2Wednesday	1	4	40.00659203699634	116.31713695979855	-1	4	40.00659203699634	116.31713695979855
2009-04-01 09:40:00	40.00662928571428	116.31683735714286	2009-04-01 09:40:00	2009-04-01	09:40:00	0.023539256494412637	0.016666666666666666	1.4123553896647583	9	12	0.0	2Wednesday	1	4	40.00659203699634	116.31713695979855	-1	4	40.00659203699634	116.31713695979855
2009-04-01 09:41:00	40.00648258333333	116.31792483333335	2009-04-01 09:41:00	2009-04-01	09:41:00	0.09415346413757612	0.016666666666666666	5.649207848254568	9	12	24.0	2Wednesday	1	4	40.00659203699634	116.31713695979855	-1	4	40.00659203699634	116.31713695979855
2009-04-03 05:29:00	40.00848816666667	116.31763341666668	2009-04-03 05:29:00	2009-04-03	05:29:00	0.1944897007387046	0.016666666666666666	11.669382044322276	5	50	0.0	4Friday	1	7	40.0097323515059	116.31533053112997	-1	7	40.0097323515059	116.31533053112997
2009-04-03 05:30:00	40.00951883333333	116.31585416666667	2009-04-03 05:30:00	2009-04-03	05:30:00	0.1902068944679578	0.016666666666666666	11.412413668077468	5	50	0.0	4Friday	1	7	40.0097323515059	116.31533053112997	-1	7	40.0097323515059	116.31533053112997
2009-04-03 05:31:00	40.00987646153846	116.31484107692307	2009-04-03 05:31:00	2009-04-03	05:31:00	0.09511234235155983	0.016666666666666666	5.706740541093589	5	50	0.0	4Friday	1	7	40.0097323515059	116.31533053112997	-1	7	40.0097323515059	116.31533053112997
2009-04-03 05:32:00	40.01008823076923	116.31490861538462	2009-04-03 05:32:00	2009-04-03	05:32:00	0.024267186738560483	0.016666666666666666	1.456031204313629	5	50	0.0	4Friday	1	7	40.0097323515059	116.31533053112997	-1	7	40.0097323515059	116.31533053112997
2009-04-03 05:33:00	40.01008828571429	116.31492921428571	2009-04-03 05:33:00	2009-04-03	05:33:00	0.001756336343065851	0.016666666666666666	0.10538018058395106	5	50	0.0	4Friday	1	7	40.0097323515059	116.31533053112997	-1	7	40.0097323515059	116.31533053112997
