	Latitude	Longitude	Timestamp	Date	Time	Hour	Weekday	StayPoint	StayptId	StayMeanLat	StayMeanLon	State	StateId	StateMeanLat	StateMeanLon
0	39.9659084	116.30230760000002	2009-05-01 03:57:00	2009-05-01	03:57:00	3	4Friday	1	1	39.9659084	116.30230760000002	-2	1	39.966075503242	116.30182405675669
1	39.9659084	116.30230760000002	2009-05-01 04:15:30	2009-05-01	04:15:30	4	4Friday	1	1	39.9659084	116.30230760000002	-2	1	39.966075503242	116.30182405675669
2	39.965591599999996	116.30264459999998	2009-05-01 04:15:30	2009-05-01	04:15:30	4	4Friday	1	2	39.96670095583333	116.30183694333331	-2	1	39.966075503242	116.30182405675669
3	39.965591599999996	116.30264459999998	2009-05-01 04:34:00	2009-05-01	04:34:00	4	4Friday	1	2	39.96670095583333	116.30183694333331	-2	1	39.966075503242	116.30182405675669
4	39.965591599999996	116.30264459999998	2009-05-01 04:38:30	2009-05-01	04:38:30	4	4Friday	1	2	39.96670095583333	116.30183694333331	-2	1	39.966075503242	116.30182405675669
5	39.967441375	116.30265225000001	2009-05-01 04:38:30	2009-05-01	04:38:30	4	4Friday	1	3	39.967441375	116.30265225000001	-2	1	39.966075503242	116.30182405675669
6	39.967441375	116.30265225000001	2009-05-01 04:43:00	2009-05-01	04:43:00	4	4Friday	1	3	39.967441375	116.30265225000001	-2	1	39.966075503242	116.30182405675669
7	39.967441375	116.30265225000001	2009-05-01 07:38:30	2009-05-01	07:38:30	7	4Friday	1	3	39.967441375	116.30265225000001	-2	1	39.966075503242	116.30182405675669
8	39.96722914285715	116.30257685714285	2009-05-01 07:38:30	2009-05-01	07:38:30	7	4Friday	1	4	39.966607787967035	116.30180798838828	-2	1	39.966075503242	116.30182405675669
9	39.96722914285715	116.30257685714285	2009-05-01 10:34:00	2009-05-01	10:34:00	10	4Friday	1	4	39.966607787967035	116.30180798838828	-2	1	39.966075503242	116.30182405675669
10	39.96722914285715	116.30257685714285	2009-05-01 10:38:30	2009-05-01	10:38:30	10	4Friday	1	4	39.966607787967035	116.30180798838828	-2	1	39.966075503242	116.30182405675669
11	39.965669	116.302402	2009-05-01 10:38:30	2009-05-01	10:38:30	10	4Friday	1	5	39.965669	116.302402	-2	1	39.966075503242	116.30182405675669
12	39.965669	116.302402	2009-05-01 10:43:00	2009-05-01	10:43:00	10	4Friday	1	5	39.965669	116.302402	-2	1	39.966075503242	116.30182405675669
