	(18-19)-1.0	(18-19)-2.0	(18-19)-3.0	(18-19)-4.0	(18-19)-5.0	(18-19)-6.0	(18-19)-7.0	(18-19)-8.0	(18-19)-9.0	(18-19)-10.0	(18-19)-11.0	(18-19)-12.0	(18-19)-13.0	(18-19)-14.0	(18-19)-15.0	(18-19)-16.0
1.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
2.0	9.998500224966246e-06	0.9998500224966245	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06
3.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
4.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
5.0	0.9257592825893258	9.99860019597256e-06	9.99860019597256e-06	9.99860019597256e-06	0.07410073700792995	9.99860019597256e-06	9.99860019597256e-06	9.99860019597256e-06	9.99860019597256e-06	9.99860019597256e-06	9.99860019597256e-06	9.99860019597256e-06	9.99860019597256e-06	9.99860019597256e-06	9.99860019597256e-06	9.99860019597256e-06
6.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
7.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
8.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
9.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
10.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
11.0	9.998500224966253e-06	9.998500224966253e-06	9.998500224966253e-06	9.998500224966253e-06	9.998500224966253e-06	9.998500224966253e-06	9.998500224966253e-06	9.998500224966253e-06	9.998500224966253e-06	9.998500224966253e-06	0.9998500224966251	9.998500224966253e-06	9.998500224966253e-06	9.998500224966253e-06	9.998500224966253e-06	9.998500224966253e-06
12.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
13.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
14.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
15.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
16.0	9.998500224966255e-06	9.998500224966255e-06	9.998500224966255e-06	9.998500224966255e-06	9.998500224966255e-06	9.998500224966255e-06	9.998500224966255e-06	9.998500224966255e-06	9.998500224966255e-06	9.998500224966255e-06	9.998500224966255e-06	9.998500224966255e-06	9.998500224966255e-06	9.998500224966255e-06	9.998500224966255e-06	0.9998500224966254
