	(18-19)-1.0	(18-19)-2.0	(18-19)-3.0	(18-19)-4.0	(18-19)-5.0	(18-19)-6.0	(18-19)-7.0	(18-19)-8.0	(18-19)-9.0	(18-19)-10.0
1.0	0.9999550020249086	4.999775010124543e-06	4.999775010124543e-06	4.999775010124543e-06	4.999775010124543e-06	4.999775010124543e-06	4.999775010124543e-06	4.999775010124543e-06	4.999775010124543e-06	4.999775010124543e-06
2.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
