	(15-16)-1.0	(15-16)-2.0	(15-16)-3.0	(15-16)-4.0	(15-16)-5.0	(15-16)-6.0	(15-16)-7.0	(15-16)-8.0	(15-16)-9.0	(15-16)-10.0
1.0	0.9999680860434276	3.545995174688235e-06	3.545995174688235e-06	3.545995174688235e-06	3.545995174688235e-06	3.545995174688235e-06	3.545995174688235e-06	3.545995174688235e-06	3.545995174688235e-06	3.545995174688235e-06
2.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	0.9995002698550773	5.552557165801574e-05	5.552557165801574e-05	5.552557165801574e-05	5.552557165801574e-05	5.552557165801574e-05	5.552557165801574e-05	5.552557165801574e-05	5.552557165801574e-05	5.552557165801574e-05
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
