	(11-12)-1.0	(11-12)-2.0	(11-12)-3.0	(11-12)-4.0	(11-12)-5.0	(11-12)-6.0	(11-12)-7.0	(11-12)-8.0	(11-12)-9.0	(11-12)-10.0
1.0	0.9999455311527106	6.052094143231233e-06	6.052094143231233e-06	6.052094143231233e-06	6.052094143231233e-06	6.052094143231233e-06	6.052094143231233e-06	6.052094143231233e-06	6.052094143231233e-06	6.052094143231233e-06
2.0	0.27988480465203486	8.048000421839833e-06	0.72005081134459	8.048000421839833e-06	8.048000421839833e-06	8.048000421839833e-06	8.048000421839833e-06	8.048000421839833e-06	8.048000421839833e-06	8.048000421839833e-06
3.0	9.488142712691462e-05	9.488142712691462e-05	0.999146067155858	9.488142712691462e-05	9.488142712691462e-05	9.488142712691462e-05	9.488142712691462e-05	9.488142712691462e-05	9.488142712691462e-05	9.488142712691462e-05
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	0.9999100080992707	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	2.7493195434130053e-05	2.7493195434130053e-05	2.7493195434130053e-05	2.7493195434130053e-05	2.7493195434130053e-05	2.7493195434130053e-05	2.7493195434130053e-05	2.7493195434130053e-05	2.7493195434130053e-05	0.9997525612410929
10.0	1.5712063579579462e-05	1.5712063579579462e-05	1.5712063579579462e-05	1.5712063579579462e-05	1.5712063579579462e-05	1.5712063579579462e-05	1.5712063579579462e-05	1.5712063579579462e-05	1.5712063579579462e-05	0.9998585914277838
