	Date	ClusterId	AvgLat	AvgLon	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
0	2009-03-30	1.0	40.00645018048979	116.32258579665051	0.0	0.0	0.0	0.0	0.05	0.4167	0.0167	0.0	0.0	0.2	0.0167	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	2009-03-31	1.0	39.99576260943829	116.32220626543756	0.0	0.5166000000000001	0.0	0.1667	0.0	0.0	0.0	0.0	0.0	0.0	0.5167	0.4833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	2009-04-01	1.0	40.00457974165283	116.32165169474136	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0167	0.39999999999999997	0.0167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	2009-04-02	1.0	40.00593522043636	116.32061303540227	0.0	0.0	0.0	0.0	0.0	0.0	0.0333	0.0	0.0	0.0167	0.0	0.2833	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	2009-04-03	1.0	40.006427970102116	116.32081203567637	0.0	0.0	0.0	0.0	0.8333	0.3167	0.0333	0.25	0.0	0.0	0.4833	0.5167	0.0	0.9	0.9167	0.6833	0.7167	0.5167	0.8	0.9833	0.9833	0.8667	0.7667	0.9666
5	2009-04-04	1.0	39.967136905358046	116.34259326146787	0.8	0.8833	0.7	0.5833	0.0	0.0	0.0	0.0	0.1667	0.0	0.0	0.5667	0.19999999999999998	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	2009-04-05	1.0	39.97224212331508	116.35197922847912	0.0	0.0	0.0	0.0	0.0	0.0	0.1667	0.1833	0.5333	0.0167	0.0	0.0	0.0	0.1667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	2009-04-06	1.0	40.023765149937596	116.41361340775431	0.0	0.0	0.0	0.0667	0.6167	0.0	0.0	0.0	0.0	0.0	0.8667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	2009-04-09	1.0	39.999964328781054	116.32723430064387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0167	0.0	0.0	0.0	0.0	0.0
9	2009-04-10	1.0	39.999964328781054	116.32723430064387	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.9333	0.0	0.0	0.0167	0.0	0.0	0.0	0.0	0.0	0.0
10	2009-04-11	1.0	40.004714123240404	116.32357372072744	0.0	0.0	0.0	0.0	0.0	0.1667	0.5833	0.6833	0.0	0.0	0.0	0.0	0.0	0.0	0.0167	0.0	0.0	0.0334	0.0	0.0	0.0	0.0	0.0	0.0
11	2009-04-12	1.0	40.00157144572719	116.3252418246957	0.0167	0.0	0.0	0.0	0.0	0.0	0.0	0.1833	0.0	0.0	0.0	0.0	0.0	0.0	0.8167	0.0	0.0	0.6167	0.0	0.0	0.0	0.0	0.0	0.0
12	2009-04-13	1.0	40.00548131541616	116.32454818942449	0.0	0.0	0.0	0.0	0.0	0.8667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	2009-04-14	1.0	39.97474820058446	116.56033520549724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	2009-04-15	1.0	39.9869633902643	116.48349674149857	0.1667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	2009-04-16	1.0	40.005213096279576	116.32367530183716	0.0	0.0	0.0	0.0	0.25	0.1833	0.0	0.1667	0.15	0.0	0.0167	0.38339999999999996	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	2009-04-17	1.0	40.00381070789025	116.32350291876268	0.6	0.0	0.0	0.0	0.05	0.7667	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	2009-04-18	1.0	40.009827797229114	116.31510709615033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0
18	2009-04-19	1.0	39.93960204732904	116.52216236180243	0.0167	0.0	0.1667	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	2009-04-20	1.0	40.004896063005084	116.3211706983971	0.0	0.0	0.0	0.0	0.3833	0.0	0.0	0.0	0.0	0.35	0.5667	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0167
20	2009-04-21	1.0	39.999964328781054	116.32723430064387	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	2009-04-22	1.0	40.00010350927481	116.32725067827315	0.0	0.0	0.2333	0.8833	0.0	0.0167	0.0	0.0	0.0	0.2	0.0333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0
22	2009-04-23	1.0	40.00698535892889	116.31874054904824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0
23	2009-04-24	1.0	39.99979226942566	116.32121124557113	0.0167	0.0	0.0	0.0	0.9	0.0167	0.0167	0.4333	0.0	0.0167	0.7667	0.0	0.0	0.0	0.0	0.0	0.0	0.8167	0.0	0.0	0.0	0.0	0.0	0.0
24	2009-04-25	1.0	39.944630094282424	116.50586391265983	0.0	0.0	0.8	0.1667	0.05	0.1334	0.0	0.25	0.0	0.0	0.0	0.0	0.25	0.0167	0.0	0.0	0.0167	0.0	0.0333	0.0	0.0	0.0	0.0	0.0
