	Date	StateId	AvgLat	AvgLon	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
0	2009-05-01	1.0	39.966075503242	116.30182405675669	0.0	0.0	0.0	0.05	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	2009-05-01	9.0	39.99999689649302	116.32725115064221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.0	1.0	1.0	0.1167	0.0	0.0	0.0	0.0	0.0	0.0
2	2009-05-01	11.0	40.0105965694689	116.32189368672735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.0	1.0	0.6	0.0	0.0	0.0
3	2009-05-01	12.0	40.00767986607143	116.32227438690478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	1.0	1.0	1.0
4	2009-05-02	9.0	39.99999689649302	116.32725115064221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1667	0.8167	0.0	0.9833	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	2009-05-02	11.0	40.0105965694689	116.32189368672735	0.0	0.0	0.0	0.0	0.7	1.0	1.0	1.0	0.7333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	2009-05-02	12.0	40.00767986607143	116.32227438690478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3833	1.0	1.0
7	2009-05-02	13.0	39.99807397916667	116.31909788541667	0.9333	1.0	1.0	0.1333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	2009-05-02	15.0	40.005602480814744	116.31665604028451	0.0	0.0	0.0	0.7333	0.1667	0.0	0.0	0.0	0.0	0.1167	0.8167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	2009-05-02	24.0	40.00658450727272	116.32033442545455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5167	1.0	1.0	1.0	1.0	0.6167	0.0	0.0
10	2009-05-03	9.0	39.99999689649302	116.32725115064221	0.0	0.3667	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	1.0	1.0	1.0	1.0	0.9333	0.0	0.0	0.0	0.0	0.0	0.0
11	2009-05-03	12.0	40.00767986607143	116.32227438690478	1.0	0.4833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
