	(10-11)-1.0	(10-11)-2.0	(10-11)-3.0	(10-11)-4.0	(10-11)-5.0	(10-11)-6.0	(10-11)-7.0	(10-11)-8.0	(10-11)-9.0	(10-11)-10.0	(10-11)-11.0	(10-11)-12.0	(10-11)-13.0	(10-11)-14.0	(10-11)-15.0	(10-11)-16.0	(10-11)-17.0	(10-11)-18.0	(10-11)-19.0	(10-11)-20.0	(10-11)-21.0	(10-11)-22.0	(10-11)-23.0	(10-11)-24.0	(10-11)-25.0	(10-11)-26.0	(10-11)-27.0	(10-11)-28.0	(10-11)-29.0	(10-11)-30.0	(10-11)-31.0	(10-11)-32.0	(10-11)-33.0	(10-11)-34.0	(10-11)-35.0	(10-11)-36.0	(10-11)-37.0	(10-11)-38.0	(10-11)-39.0	(10-11)-40.0	(10-11)-41.0	(10-11)-42.0
1.0	0.9995901680311046	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06	9.995901680311047e-06
2.0	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787
3.0	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787
4.0	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787
5.0	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	0.6249703139100903	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	0.12499406278201805	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	0.12499406278201805	1.2499406278201807e-06	1.2499406278201807e-06	0.12499406278201805	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06	1.2499406278201807e-06
6.0	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	0.041733306677328996	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	0.9578668532586949	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06	9.996001599360239e-06
7.0	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787
8.0	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787
9.0	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787	0.023809523809523787
10.0	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	0.9995901680311052	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06	9.995901680311054e-06
