	(19-20)-1.0	(19-20)-2.0	(19-20)-3.0	(19-20)-4.0	(19-20)-5.0	(19-20)-6.0	(19-20)-7.0	(19-20)-8.0	(19-20)-9.0	(19-20)-10.0	(19-20)-11.0	(19-20)-12.0	(19-20)-13.0
1.0	0.6549992955298877	0.06412715212437929	2.8502381547549117e-06	2.8502381547549117e-06	2.8502381547549117e-06	0.19002537777750994	2.8502381547549117e-06	2.8502381547549117e-06	2.8502381547549117e-06	2.8502381547549117e-06	2.8502381547549117e-06	2.8502381547549117e-06	0.09082252242483008
2.0	1.290104096210349e-05	0.9998451875084554	1.290104096210349e-05	1.290104096210349e-05	1.290104096210349e-05	1.290104096210349e-05	1.290104096210349e-05	1.290104096210349e-05	1.290104096210349e-05	1.290104096210349e-05	1.290104096210349e-05	1.290104096210349e-05	1.290104096210349e-05
3.0	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691
4.0	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691
5.0	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691
6.0	2.9992202027472856e-05	2.9992202027472856e-05	2.9992202027472856e-05	2.9992202027472856e-05	2.9992202027472856e-05	0.9996400935756702	2.9992202027472856e-05	2.9992202027472856e-05	2.9992202027472856e-05	2.9992202027472856e-05	2.9992202027472856e-05	2.9992202027472856e-05	2.9992202027472856e-05
7.0	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691
8.0	0.48316134164471436	2.608174017370438e-05	2.608174017370438e-05	2.608174017370438e-05	2.608174017370438e-05	2.608174017370438e-05	2.608174017370438e-05	2.608174017370438e-05	2.608174017370438e-05	2.608174017370438e-05	2.608174017370438e-05	2.608174017370438e-05	0.5165517592133745
9.0	9.99880014398272e-06	9.99880014398272e-06	9.99880014398272e-06	9.99880014398272e-06	9.99880014398272e-06	9.99880014398272e-06	9.99880014398272e-06	9.99880014398272e-06	0.9998800143982719	9.99880014398272e-06	9.99880014398272e-06	9.99880014398272e-06	9.99880014398272e-06
10.0	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691
11.0	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691
12.0	9.998800143982721e-06	9.998800143982721e-06	9.998800143982721e-06	9.998800143982721e-06	9.998800143982721e-06	9.998800143982721e-06	9.998800143982721e-06	9.998800143982721e-06	9.998800143982721e-06	9.998800143982721e-06	9.998800143982721e-06	0.9998800143982721	9.998800143982721e-06
13.0	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691	0.07692307692307691
