	id	groupid	start	end	meanlat	meanlon	StartEndStayptFlag	duration
0	9.0	1	2011-09-02 10:18:00.000000	2011-09-02 11:14:00.000000	39.974690277564974	116.33116604058466	Y	56.0
1	10.0	1	2011-09-02 10:18:00.000000	2011-09-02 12:00:00.000000	39.974664750014796	116.33116026631286	N	102.0
2	11.0	1	2011-09-02 11:59:00.000000	2011-09-02 13:00:00.000000	39.97458268905336	116.33117291766625	N	61.0
3	12.0	1	2011-09-02 12:59:00.000000	2011-09-02 14:00:00.000000	39.97471131402696	116.33114506145981	N	61.0
4	13.0	1	2011-09-02 13:59:00.000000	2011-09-02 15:01:00.000000	39.97464956416476	116.33117790099854	N	62.0
5	14.0	1	2011-09-02 14:58:00.000000	2011-09-02 16:00:00.000000	39.974605060554865	116.33116982050475	N	62.0
6	15.0	1	2011-09-02 15:59:00.000000	2011-09-02 17:00:00.000000	39.974667614988306	116.3311690660357	N	61.0
7	16.0	1	2011-09-02 16:59:00.000000	2011-09-02 18:15:00.000000	39.97453113247559	116.33115697690945	N	76.0
8	17.0	1	2011-09-02 17:57:00.000000	2011-09-02 19:05:00.000000	39.97472022479498	116.33115881232531	N	68.0
9	19.0	1	2011-09-02 18:59:00.000000	2011-09-02 20:00:00.000000	39.974679568209694	116.33110731018658	N	61.0
10	20.0	1	2011-09-02 19:59:00.000000	2011-09-02 21:00:00.000000	39.9746631541502	116.331171864543	N	61.0
11	21.0	1	2011-09-02 20:59:00.000000	2011-09-02 23:44:00.000000	39.97478157707511	116.33110959893821	N	165.0
12	22.0	1	2011-09-02 21:53:00.000000	2011-09-03 00:00:00.000000	39.97471437904427	116.3311477615243	Y	127.0
13	23.0	1	2011-09-02 23:44:00.000000	2011-09-03 01:00:00.000000	39.974668662733244	116.3311648216962	N	76.0
14	24.0	1	2011-09-03 00:59:00.000000	2011-09-03 02:00:00.000000	39.974597653920284	116.33103747828127	N	61.0
15	25.0	1	2011-09-03 01:59:00.000000	2011-09-03 05:22:00.000000	39.97459075095057	116.331165718992	N	203.0
16	26.0	1	2011-09-03 02:41:00.000000	2011-09-03 06:00:00.000000	39.974502471637535	116.3312291824022	N	199.0
17	27.0	1	2011-09-03 05:59:00.000000	2011-09-03 07:00:00.000000	39.97457917120501	116.33126374818232	N	61.0
18	28.0	1	2011-09-03 06:59:00.000000	2011-09-03 08:03:00.000000	39.97467016692006	116.33122765260975	N	64.0
19	29.0	1	2011-09-03 07:57:00.000000	2011-09-03 09:00:00.000000	39.97455768097041	116.33130704795951	N	63.0
20	30.0	1	2011-09-03 08:59:00.000000	2011-09-03 11:41:10.589650	39.97455768097041	116.33130704795951	N	162.16666666666666
21	31.0	5	2011-09-30 06:57:49.410350	2011-09-30 08:54:30.000000	39.97827833333335	116.302855	Y	116.66666666666667
22	35.0	3	2011-09-30 10:00:33.118822	2011-09-30 11:00:00.000000	40.05524184592644	116.60878049635852	N	59.43333333333333
23	36.0	3	2011-09-30 10:59:00.000000	2011-09-30 12:06:00.000000	40.0554452513345	116.60875751591149	N	67.0
24	37.0	3	2011-09-30 11:58:00.000000	2011-09-30 12:54:00.000000	40.0554452513345	116.60875751591149	N	56.0
25	39.0	4	2011-09-30 12:54:00.000000	2011-09-30 13:51:17.076396	40.05416143116605	116.61300665442803	N	57.28333333333333
26	161.0	2	2011-09-30 18:11:41.775884	2011-09-30 19:07:00.000000	30.603510208352077	121.13164660173766	N	55.3
27	162.0	2	2011-09-30 18:59:00.000000	2011-09-30 20:00:00.000000	30.604218606218694	121.1317413269718	N	61.0
28	169.0	2	2011-09-30 19:34:00.000000	2011-09-30 21:14:00.000000	30.603741646886903	121.1315874760389	N	100.0
29	174.0	2	2011-09-30 20:51:00.000000	2011-09-30 22:02:00.000000	30.603619172123217	121.13148435173815	N	71.0
30	175.0	2	2011-09-30 21:49:00.000000	2011-09-30 23:05:00.000000	30.603533054119538	121.13141802471154	N	76.0
31	176.0	2	2011-09-30 22:56:00.000000	2011-09-30 23:59:00.000000	30.603533054119538	121.13141802471154	N	63.0
