	id	groupid	start	end	meanlat	meanlon	StartEndStayptFlag	duration
0	31.0	1	2008-11-01 05:21:00.000000	2008-11-01 07:24:00.000000	39.909880083333334	116.36793946794873	Y	123.0
1	32.0	1	2008-11-01 05:21:00.000000	2008-11-01 07:30:33.943994	39.909880083333334	116.36793946794873	Y	129.55
2	46.0	2	2008-11-01 09:52:07.962801	2008-11-02 03:01:00.000000	39.98120910835123	116.32832890507979	N	1028.8666666666666
3	47.0	2	2008-11-01 10:48:00.000000	2008-11-02 03:02:22.297859	39.98120910835123	116.32832890507979	Y	974.3666666666667
4	60.0	8	2008-11-02 03:34:37.702141	2008-11-02 04:37:16.800231	39.939867400000004	116.3024782	Y	62.65
5	61.0	21	2008-11-02 08:00:43.199769	2008-11-02 09:03:21.915244	39.94938084210526	116.30367778947368	Y	62.63333333333333
6	73.0	2	2008-11-02 09:28:38.084756	2008-11-02 10:00:00.000000	39.980906495495546	116.32914632741958	N	31.35
7	74.0	2	2008-11-02 09:59:00.000000	2008-11-02 15:14:00.000000	39.98080324774777	116.32929616370978	N	315.0
8	75.0	2	2008-11-02 10:20:00.000000	2008-11-02 15:28:00.000000	39.98086138474345	116.32927342968098	Y	308.0
9	77.0	2	2008-11-02 15:14:00.000000	2008-11-03 01:24:00.000000	39.98068294237172	116.32934446484049	Y	610.0
10	78.0	2	2008-11-02 15:28:00.000000	2008-11-03 01:33:25.443149	39.98068294237172	116.32934446484049	Y	605.4166666666666
11	81.0	6	2008-11-03 01:52:34.556851	2008-11-03 03:01:04.160059	39.97435305449375	116.33394243267608	N	68.48333333333333
12	89.0	2	2008-11-03 03:20:55.839941	2008-11-03 04:00:00.000000	39.980636988451366	116.32916256269334	N	39.06666666666667
13	90.0	2	2008-11-03 03:59:00.000000	2008-11-03 05:29:00.000000	39.980765369225686	116.32914596884669	N	90.0
14	99.0	2	2008-11-03 04:34:00.000000	2008-11-03 11:41:00.000000	39.98062318461284	116.32916898442335	Y	427.0
15	100.0	2	2008-11-03 05:29:00.000000	2008-11-03 11:45:22.755801	39.98062318461284	116.32916898442335	Y	376.3666666666667
16	101.0	16	2008-11-03 11:47:37.244199	2008-11-03 16:08:17.857002	39.97628675	116.3307995	Y	260.6666666666667
17	102.0	2	2008-11-03 22:06:42.142998	2008-11-04 02:24:06.108481	39.981766	116.327284	Y	257.3833333333333
18	134.0	5	2008-11-04 03:12:53.891519	2008-11-04 03:42:00.000000	39.899225333333334	116.34051425	Y	29.1
19	135.0	24	2008-11-04 03:42:00.000000	2008-11-04 04:13:48.138783	39.8984314	116.34282820000001	Y	31.8
20	147.0	4	2008-11-04 05:18:11.861217	2008-11-04 08:17:44.914319	39.86446240740742	116.34527188888886	Y	179.55
21	148.0	20	2008-11-04 08:29:15.085681	2008-11-04 11:25:47.342206	39.86800266666666	116.34672092592592	Y	176.53333333333333
