	id	groupid	start	end	meanlat	meanlon	StartEndStayptFlag
0	31.0	0	2008-11-01 05:21:00	2008-11-01 05:21:00	39.909796	116.36789526923077	Y
1	32.0	0	2008-11-01 07:24:00	2008-11-01 07:24:00	39.90996416666666	116.36798366666669	Y
2	42.0	0	2008-11-01 08:44:00	2008-11-01 08:44:00	39.898997760000015	116.39270039999995	Y
3	43.0	0	2008-11-01 09:26:00	2008-11-01 09:26:00	39.97403299999999	116.33405644444444	Y
4	46.0	0	2008-11-01 10:00:00	2008-11-01 10:48:00	39.98083821670246	116.32917781015958	N
5	47.0	0	2008-11-02 03:01:00	2008-11-02 03:01:00	39.98158	116.32748000000001	Y
6	60.0	0	2008-11-02 03:36:00	2008-11-02 03:36:00	39.939867400000004	116.3024782	Y
7	61.0	0	2008-11-02 09:02:00	2008-11-02 09:02:00	39.94938084210526	116.30367778947368	Y
8	73.0	0	2008-11-02 09:30:00	2008-11-02 09:59:00	39.980803236768054	116.32905129890393	N
9	74.0	0	2008-11-02 10:00:00	2008-11-02 10:20:00	39.98087439940707	116.3291518121063	N
10	75.0	0	2008-11-02 15:14:00	2008-11-02 15:14:00	39.9807	116.32944599999999	Y
11	77.0	0	2008-11-02 15:28:00	2008-11-02 15:28:00	39.98091952173913	116.32925069565218	Y
12	78.0	0	2008-11-03 01:24:00	2008-11-03 01:24:00	39.980504499999995	116.3294155	Y
13	81.0	0	2008-11-03 02:05:00	2008-11-03 02:05:00	39.974082333333335	116.33319133333333	Y
14	81.0	0	2008-11-03 02:48:00	2008-11-03 02:48:00	39.975039833333334	116.3341076111111	Y
15	81.0	0	2008-11-03 02:02:00	2008-11-03 02:51:00	39.98028915050459	116.3295817395933	N
16	89.0	0	2008-11-03 03:31:00	2008-11-03 03:59:00	39.980319176625265	116.3294912950168	N
17	90.0	0	2008-11-03 04:00:00	2008-11-03 04:34:00	39.98036686629156	116.32946624424802	N
18	99.0	0	2008-11-03 05:29:00	2008-11-03 05:29:00	39.98089375000001	116.32912937500002	Y
19	100.0	0	2008-11-03 11:41:00	2008-11-03 11:41:00	39.980481	116.32919199999999	Y
20	101.0	0	2008-11-03 11:52:00	2008-11-03 11:52:00	39.97628675	116.3307995	Y
21	102.0	0	2008-11-04 02:23:00	2008-11-04 02:23:00	39.981766	116.327284	Y
22	134.0	0	2008-11-04 03:14:00	2008-11-04 03:14:00	39.899225333333334	116.34051425	Y
23	135.0	0	2008-11-04 04:10:00	2008-11-04 04:10:00	39.8984314	116.34282820000001	Y
24	147.0	0	2008-11-04 05:22:00	2008-11-04 05:22:00	39.86446240740742	116.34527188888886	Y
25	148.0	0	2008-11-04 11:25:00	2008-11-04 11:25:00	39.86800266666666	116.34672092592592	Y
26	157.0	0	2008-11-04 11:39:00	2008-11-04 11:39:00	39.899523875000014	116.34052379166668	Y
27	158.0	0	2008-11-05 02:48:00	2008-11-05 02:48:00	39.89777966666667	116.33988633333333	Y
28	159.0	0	2008-11-05 03:05:00	2008-11-05 03:05:00	39.89965618181818	116.34046995454545	Y
29	160.0	0	2008-11-05 04:13:00	2008-11-05 04:13:00	39.899329	116.34131083333335	Y
30	176.0	0	2008-11-05 05:25:00	2008-11-05 05:25:00	39.864634	116.345913	Y
31	177.0	0	2008-11-05 09:37:00	2008-11-05 09:37:00	39.866842749999996	116.34581442857142	Y
32	225.0	0	2008-11-05 11:05:00	2008-11-05 11:59:00	39.98044689369411	116.32940482515895	N
33	227.0	0	2008-11-05 12:13:00	2008-11-05 12:59:00	39.980492126213036	116.329383035694	N
34	228.0	0	2008-11-05 13:00:00	2008-11-05 13:58:00	39.98051838762644	116.3293576460599	N
35	229.0	0	2008-11-05 14:00:00	2008-11-05 14:43:00	39.98054516864287	116.32935891468115	N
36	230.0	0	2008-11-05 15:32:00	2008-11-05 15:32:00	39.981224600000004	116.32947080000001	Y
37	230.0	0	2008-11-05 15:32:00	2008-11-05 15:59:00	39.980603115801536	116.32935256637343	N
38	231.0	0	2008-11-05 16:00:00	2008-11-05 16:21:00	39.9806384917099	116.32934679101842	N
39	232.0	0	2008-11-05 17:06:00	2008-11-05 17:06:00	39.981275000000004	116.32932184210529	Y
40	232.0	0	2008-11-05 17:06:00	2008-11-05 17:51:00	39.980704750687906	116.32933511716037	N
41	233.0	0	2008-11-05 18:23:00	2008-11-05 18:23:00	39.98092595000001	116.32925424999999	Y
42	233.0	0	2008-11-05 18:23:00	2008-11-05 18:55:00	39.98073326413909	116.32933581463405	N
43	234.0	0	2008-11-05 19:16:00	2008-11-05 19:56:00	39.980749199943446	116.32933640772981	N
44	235.0	0	2008-11-05 20:00:00	2008-11-05 20:59:00	39.98077127226351	116.32933208502453	N
45	236.0	0	2008-11-05 21:00:00	2008-11-05 21:59:00	39.980805483138745	116.32932938626989	N
46	237.0	0	2008-11-05 22:00:00	2008-11-05 22:41:00	39.98081320039158	116.32932496613311	N
47	238.0	0	2008-11-05 23:38:00	2008-11-05 23:38:00	39.98113018181817	116.32931336363632	Y
48	238.0	0	2008-11-05 23:38:00	2008-11-05 23:59:00	39.980820527945944	116.3293204986104	N
49	239.0	0	2008-11-06 00:00:00	2008-11-06 00:55:00	39.980830987534894	116.32931658798917	N
50	240.0	0	2008-11-06 01:11:00	2008-11-06 01:11:00	39.98098033333333	116.32929033333333	Y
51	240.0	0	2008-11-06 01:53:00	2008-11-06 01:53:00	39.98064305000001	116.32923954999998	Y
52	240.0	0	2008-11-06 01:03:00	2008-11-06 01:59:00	39.9808326764112	116.32931568064181	N
53	241.0	0	2008-11-06 02:15:00	2008-11-06 02:15:00	39.98089229166668	116.32923337500004	Y
54	242.0	0	2008-11-06 04:20:00	2008-11-06 04:20:00	39.979401200000005	116.32835413333335	Y
55	243.0	0	2008-11-06 04:26:00	2008-11-06 04:26:00	39.976544	116.33025157142858	Y
56	243.0	0	2008-11-06 04:56:00	2008-11-06 04:56:00	39.977283	116.32991899999999	Y
57	243.0	0	2008-11-06 04:25:00	2008-11-06 04:59:00	39.98079046523315	116.32932500873657	N
58	276.0	0	2008-11-06 05:59:00	2008-11-06 05:59:00	39.898870499999994	116.34006616666666	Y
59	277.0	0	2008-11-06 09:26:00	2008-11-06 09:26:00	39.8978854375	116.33945225000001	Y
60	290.0	0	2008-11-06 09:59:00	2008-11-06 09:59:00	39.864237599999996	116.34644340000001	Y
61	291.0	0	2008-11-06 13:09:00	2008-11-06 13:09:00	39.865924	116.34553500000001	Y
62	303.0	0	2008-11-06 13:34:00	2008-11-06 13:34:00	39.899333	116.3403175	Y
63	304.0	0	2008-11-07 01:14:00	2008-11-07 01:14:00	39.89819775	116.33952268749998	Y
64	315.0	0	2008-11-07 01:44:00	2008-11-07 01:44:00	39.864307600000004	116.3463256	Y
65	316.0	0	2008-11-07 07:56:00	2008-11-07 07:56:00	39.866456	116.34645699999999	Y
66	363.0	0	2008-11-07 09:27:00	2008-11-07 09:27:00	39.980912000000004	116.32910150000001	Y
67	364.0	0	2008-11-08 03:02:00	2008-11-08 03:02:00	39.98072576923077	116.3291489230769	Y
68	366.0	0	2008-11-08 03:18:00	2008-11-08 03:47:00	39.98076341981992	116.3290733615116	N
69	369.0	0	2008-11-08 04:17:00	2008-11-08 04:17:00	39.980826944444445	116.3293948888889	Y
70	370.0	0	2008-11-08 06:20:00	2008-11-08 06:20:00	39.97900276923077	116.32725230769232	Y
71	390.0	0	2008-11-08 06:56:00	2008-11-08 06:56:00	39.93641508695652	116.33620334782609	Y
72	391.0	0	2008-11-08 08:30:00	2008-11-08 08:30:00	39.935817	116.338178	Y
73	412.0	0	2008-11-08 09:37:00	2008-11-08 09:59:00	39.98076329375939	116.32906811485704	N
74	413.0	0	2008-11-08 11:12:00	2008-11-08 11:12:00	39.98061595833333	116.32903829166663	Y
75	414.0	0	2008-11-08 11:26:00	2008-11-08 11:26:00	39.983106500000005	116.32885850000001	Y
76	415.0	0	2008-11-09 07:01:00	2008-11-09 07:01:00	39.98031399999999	116.32839451851851	Y
77	418.0	0	2008-11-09 07:32:00	2008-11-09 07:32:00	39.9757615	116.330788	Y
78	419.0	0	2008-11-09 09:21:00	2008-11-09 09:21:00	39.97876633333333	116.32805966666666	Y
79	421.0	0	2008-11-09 09:33:00	2008-11-09 09:33:00	39.98042366666667	116.32972533333333	Y
80	422.0	0	2008-11-09 11:13:00	2008-11-09 11:13:00	39.98078646666667	116.3292800666667	Y
81	422.0	0	2008-11-09 11:13:00	2008-11-09 11:59:00	39.9807653244654	116.32907831641693	N
82	423.0	0	2008-11-09 12:00:00	2008-11-09 12:59:00	39.9807761000846	116.32908863562548	N
83	424.0	0	2008-11-09 13:00:00	2008-11-09 13:50:00	39.98077961795763	116.32909972368131	N
84	425.0	0	2008-11-09 14:29:00	2008-11-09 14:29:00	39.98105150000001	116.32922833333333	Y
85	425.0	0	2008-11-09 14:29:00	2008-11-09 14:59:00	39.98078901687985	116.32910712445332	N
86	426.0	0	2008-11-09 15:00:00	2008-11-09 15:59:00	39.980798604338474	116.32911404511786	N
87	427.0	0	2008-11-09 16:00:00	2008-11-09 16:59:00	39.980806565950544	116.3291175304097	N
88	428.0	0	2008-11-09 17:00:00	2008-11-09 17:59:00	39.98082653913932	116.32912223282162	N
89	429.0	0	2008-11-09 18:00:00	2008-11-09 18:36:00	39.98083674732383	116.32913116069514	N
90	430.0	0	2008-11-09 19:17:00	2008-11-09 19:17:00	39.98115438461538	116.32909907692307	Y
91	430.0	0	2008-11-09 19:17:00	2008-11-09 19:58:00	39.98084036414785	116.32913449879908	N
92	431.0	0	2008-11-09 20:01:00	2008-11-09 20:59:00	39.98084848784188	116.32913640643409	N
93	432.0	0	2008-11-09 21:00:00	2008-11-09 21:33:00	39.980866199498514	116.32914098828417	N
94	433.0	0	2008-11-09 22:13:00	2008-11-09 22:13:00	39.981248928571425	116.32918342857144	Y
95	433.0	0	2008-11-09 22:13:00	2008-11-09 22:53:00	39.98086902099062	116.32914378665649	N
96	434.0	0	2008-11-09 23:42:00	2008-11-09 23:42:00	39.980827090909095	116.32969436363634	Y
97	435.0	0	2008-11-10 00:00:00	2008-11-10 00:26:00	39.980878655113656	116.32913493715898	N
98	466.0	0	2008-11-10 01:26:00	2008-11-10 01:26:00	39.899345352941175	116.3404715882353	Y
99	467.0	0	2008-11-10 02:23:00	2008-11-10 02:23:00	39.90734646153847	116.34655938461538	Y
100	478.0	0	2008-11-10 02:50:00	2008-11-10 02:50:00	39.93630016666666	116.33626175000002	Y
101	479.0	0	2008-11-10 04:46:00	2008-11-10 04:46:00	39.93535038461538	116.33506169230768	Y
