	(13-14)-1.0	(13-14)-3.0	(13-14)-4.0	(13-14)-5.0	(13-14)-6.0	(13-14)-2.0	(13-14)-11.0	(13-14)-17.0	(13-14)-20.0	(13-14)-21.0	(13-14)-22.0	(13-14)-45.0	(13-14)-48.0	(13-14)-49.0	(13-14)-51.0	(13-14)-52.0	(13-14)-53.0	(13-14)-54.0	(13-14)-62.0	(13-14)-63.0	(13-14)-64.0	(13-14)-65.0	(13-14)-66.0	(13-14)-68.0	(13-14)-69.0	(13-14)-70.0	(13-14)-78.0	(13-14)-81.0	(13-14)-96.0	(13-14)-98.0	(13-14)-101.0	(13-14)-102.0	(13-14)-103.0	(13-14)-105.0	(13-14)-106.0	(13-14)-110.0	(13-14)-117.0	(13-14)-119.0	(13-14)-121.0	(13-14)-122.0	(13-14)-130.0	(13-14)-7.0	(13-14)-135.0	(13-14)-138.0	(13-14)-142.0	(13-14)-145.0	(13-14)-146.0	(13-14)-148.0	(13-14)-171.0	(13-14)-14.0	(13-14)-23.0	(13-14)-180.0	(13-14)-181.0	(13-14)-186.0	(13-14)-189.0	(13-14)-196.0	(13-14)-210.0	(13-14)-216.0	(13-14)-217.0	(13-14)-218.0	(13-14)-222.0	(13-14)-143.0	(13-14)-235.0	(13-14)-239.0	(13-14)-240.0	(13-14)-241.0	(13-14)-244.0	(13-14)-250.0	(13-14)-251.0	(13-14)-252.0	(13-14)-261.0	(13-14)-263.0	(13-14)-8.0	(13-14)-264.0	(13-14)-271.0	(13-14)-272.0	(13-14)-13.0	(13-14)-275.0	(13-14)-133.0
1.0	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245
3.0	1.2421156707797303e-06	0.9999031149776828	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06	1.2421156707797303e-06
4.0	9.99220607925813e-06	9.99220607925813e-06	0.999220607925813	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06	9.99220607925813e-06
5.0	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245
6.0	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245
2.0	5.8225180061369195e-06	0.41729986549983294	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	0.5822518006136919	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06	5.8225180061369195e-06
11.0	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245
17.0	5.04017015614446e-06	0.05040170156144459	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	0.5208007822344071	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	0.428414463272279	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06	5.04017015614446e-06
20.0	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245
21.0	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245	0.012658227848101245
