	(1-2)-1.0	(1-2)-2.0	(1-2)-3.0	(1-2)-4.0	(1-2)-5.0	(1-2)-8.0	(1-2)-11.0	(1-2)-13.0	(1-2)-18.0	(1-2)-21.0	(1-2)-22.0	(1-2)-23.0	(1-2)-25.0	(1-2)-26.0	(1-2)-28.0	(1-2)-30.0
1.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
2.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
3.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
4.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
5.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
8.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
11.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
13.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
18.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
21.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
22.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
23.0	7.561823341357621e-05	7.561823341357621e-05	7.561823341357621e-05	7.561823341357621e-05	7.561823341357621e-05	7.561823341357621e-05	7.561823341357621e-05	7.561823341357621e-05	7.561823341357621e-05	7.561823341357621e-05	7.561823341357621e-05	7.561823341357621e-05	7.561823341357621e-05	0.5085697890111512	0.49037155572105867	7.561823341357621e-05
25.0	1.2323811692849277e-05	1.2323811692849277e-05	1.2323811692849277e-05	1.2323811692849277e-05	1.2323811692849277e-05	1.2323811692849277e-05	1.2323811692849277e-05	1.2323811692849277e-05	1.2323811692849277e-05	1.2323811692849277e-05	1.2323811692849277e-05	1.2323811692849277e-05	1.2323811692849277e-05	0.5090209214346691	0.4908065452016309	1.2323811692849277e-05
26.0	0.00017624405680062254	0.00017624405680062254	0.00017624405680062254	0.00017624405680062254	0.00017624405680062254	0.00017624405680062254	0.00017624405680062254	0.00017624405680062254	0.00017624405680062254	0.00017624405680062254	0.00017624405680062254	0.00017624405680062254	0.00017624405680062254	0.5078525761772401	0.4896800070275511	0.00017624405680062254
28.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
30.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
