,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.9090165350107712,4.0,4.0,2008-12-01 13,"新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.98106752245263,116.32881062124231,1.0,0.9967443629665435
1,0.07070128605639331,4.0,12.0,2008-12-01 13,"怡升园, 中关村南四街, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.978884551282064,116.32765598717948,0.0,0.9967443629665435
2,0.02020036744468381,4.0,14.0,2008-12-01 13,"西直门外南路, 西城区, 100032, 中国",39.93599383595265,116.3375737222235,0.0,0.9967443629665435
3,3.0300551167025717e-06,4.0,1.0,2008-12-01 13,"西单商场, 西单北大街, 宣武, 西城区, 100032, 中国",39.9098969,116.36794830769232,0.0,0.9967443629665435
4,3.0300551167025717e-06,4.0,18.0,2008-12-01 13,"右安门, 丰台区 / Fengtai, 100069, 中国",39.86300563333332,116.34696459999994,0.0,0.9967443629665435
5,3.0300551167025717e-06,4.0,29.0,2008-12-01 13,"复兴门外大街, 宣武, 西城区, 100032, 中国",39.90581523076924,116.33787492307691,0.0,0.9967443629665435
6,3.0300551167025717e-06,4.0,28.0,2008-12-01 13,"西便门外大街, 宣武, 西城区, 100032, 中国",39.900802077255456,116.34645698798671,0.0,0.9967443629665435
7,3.0300551167025717e-06,4.0,27.0,2008-12-01 13,"丰台区 / Fengtai, 中国",39.8655170882353,116.11302097058821,0.0,0.9967443629665435
8,3.0300551167025717e-06,4.0,26.0,2008-12-01 13,"丰台区 / Fengtai, 中国",39.86787054289941,116.1112348413215,0.0,0.9967443629665435
9,3.0300551167025717e-06,4.0,25.0,2008-12-01 13,"丰台区 / Fengtai, 中国",39.866824916979326,116.10637616786914,0.0,0.9967443629665435
10,3.0300551167025717e-06,4.0,24.0,2008-12-01 13,"丰台区 / Fengtai, 中国",39.863147590909094,116.11009219696967,0.0,0.9967443629665435
