	Latitude	Longitude	Timestamp	Date	Time	Distance(Km)	Time(Hr)	Speed(Km/Hr)	Hour	DistClus	ClusDur	Weekday	StayPoint	StayptId	StayMeanLat	StayMeanLon	State	StateId	StateMeanLat	StateMeanLon
0	39.980728484848484	116.30655727272729	2011-09-02 09:32:00	2011-09-02	09:32:00	0.0	0.0		9	1	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
1	39.98079083333335	116.30644777777785	2011-09-02 09:33:00	2011-09-02	09:33:00	0.011636383869752836	0.016666666666666666	0.6981830321851702	9	1	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
2	39.9809888095238	116.30685821428578	2011-09-02 09:34:00	2011-09-02	09:34:00	0.041369112982409764	0.016666666666666666	2.482146778944586	9	1	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
3	39.98091777777778	116.3074073333333	2011-09-02 09:35:00	2011-09-02	09:35:00	0.04750229761092669	0.016666666666666666	2.8501378566556013	9	1	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
4	39.98096722222223	116.3083363333334	2011-09-02 09:36:00	2011-09-02	09:36:00	0.0794341351936101	0.016666666666666666	4.766048111616606	9	1	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
5	39.98076333333332	116.30881845238086	2011-09-02 09:37:00	2011-09-02	09:37:00	0.046972049510729474	0.016666666666666666	2.8183229706437687	9	1	5.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
6	39.98061166666667	116.31004127450969	2011-09-02 09:38:00	2011-09-02	09:38:00	0.10566404900458007	0.016666666666666666	6.339842940274804	9	2	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
7	39.9791962037037	116.31010925925926	2011-09-02 09:39:00	2011-09-02	09:39:00	0.15767529607494427	0.016666666666666666	9.460517764496656	9	2	1.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
8	39.977081587301576	116.310438015873	2011-09-02 09:40:00	2011-09-02	09:40:00	0.2370626279932668	0.016666666666666666	14.223757679596009	9	3	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
9	39.97539477777778	116.31102655555559	2011-09-02 09:41:00	2011-09-02	09:41:00	0.1943706956379934	0.016666666666666666	11.662241738279604	9	3	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
10	39.974806333333326	116.31114299999996	2011-09-02 09:42:00	2011-09-02	09:42:00	0.06625423332788909	0.016666666666666666	3.9752539996733454	9	3	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
11	39.974728333333324	116.31126722222226	2011-09-02 09:43:00	2011-09-02	09:43:00	0.013700019098416179	0.016666666666666666	0.8220011459049708	9	3	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
12	39.97454480392156	116.31274156862739	2011-09-02 09:44:00	2011-09-02	09:44:00	0.12742112198112632	0.016666666666666666	7.645267318867579	9	3	4.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
13	39.974659259259255	116.31491833333338	2011-09-02 09:45:00	2011-09-02	09:45:00	0.18613070293198197	0.016666666666666666	11.167842175918919	9	4	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
14	39.974822023809516	116.31569392857158	2011-09-02 09:46:00	2011-09-02	09:46:00	0.0685999340768275	0.016666666666666666	4.11599604460965	9	4	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
15	39.975194249999994	116.31745625000003	2011-09-02 09:47:00	2011-09-02	09:47:00	0.15594390686965537	0.016666666666666666	9.356634412179321	9	4	2.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
16	39.97494964912281	116.31953307017535	2011-09-02 09:48:00	2011-09-02	09:48:00	0.17924707903496828	0.016666666666666666	10.754824742098098	9	5	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
17	39.97490438596491	116.3220926315789	2011-09-02 09:49:00	2011-09-02	09:49:00	0.21840658769783416	0.016666666666666666	13.10439526187005	9	6	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
18	39.974989393939396	116.32472590909092	2011-09-02 09:50:00	2011-09-02	09:50:00	0.22483612349714543	0.016666666666666666	13.490167409828727	9	7	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
19	39.97514738095241	116.32628059523822	2011-09-02 09:51:00	2011-09-02	09:51:00	0.13378630832590482	0.016666666666666666	8.027178499554289	9	7	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
20	39.97493124999999	116.32656291666656	2011-09-02 09:52:00	2011-09-02	09:52:00	0.03404262583809674	0.016666666666666666	2.0425575502858044	9	7	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
21	39.975012685185185	116.32729861111112	2011-09-02 09:53:00	2011-09-02	09:53:00	0.06341117039198796	0.016666666666666666	3.8046702235192775	9	7	3.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
22	39.975694166666656	116.32941545454531	2011-09-02 09:54:00	2011-09-02	09:54:00	0.19586819344643988	0.016666666666666666	11.752091606786394	9	8	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
23	39.97470321428572	116.33060392857136	2011-09-02 09:55:00	2011-09-02	09:55:00	0.14982546530441548	0.016666666666666666	8.98952791826493	9	8	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
24	39.97462178571429	116.33100059523815	2011-09-02 09:56:00	2011-09-02	09:56:00	0.03503163380697887	0.016666666666666666	2.1018980284187325	9	8	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
25	39.97453743589743	116.331120897436	2011-09-02 09:57:00	2011-09-02	09:57:00	0.013910080172414234	0.016666666666666666	0.834604810344854	9	8	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
26	39.974412	116.33087799999998	2011-09-02 09:59:00	2011-09-02	09:59:00	0.024986744746108625	0.03333333333333333	0.7496023423832587	9	8	5.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
27	39.97411333333335	116.33135541666675	2011-09-02 10:00:00	2011-09-02	10:00:00	0.05257480155732452	0.016666666666666666	3.154488093439471	10	9	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
28	39.974800714285706	116.33097249999993	2011-09-02 10:05:00	2011-09-02	10:05:00	0.08319969340011761	0.08333333333333333	0.9983963208014114	10	9	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
29	39.97471653846155	116.33116217948724	2011-09-02 10:06:00	2011-09-02	10:06:00	0.018698399245963816	0.016666666666666666	1.121903954757829	10	9	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
30	39.97463125	116.33124805555559	2011-09-02 10:07:00	2011-09-02	10:07:00	0.01199205084870282	0.016666666666666666	0.7195230509221693	10	9	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
31	39.97470512820514	116.33120000000007	2011-09-02 10:08:00	2011-09-02	10:08:00	0.009189199001191715	0.016666666666666666	0.5513519400715029	10	9	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
32	39.974573452380966	116.3314247619048	2011-09-02 10:09:00	2011-09-02	10:09:00	0.02413494634349957	0.016666666666666666	1.4480967806099743	10	9	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
33	39.97438166666667	116.33162458333325	2011-09-02 10:10:00	2011-09-02	10:10:00	0.02731988534090462	0.016666666666666666	1.6391931204542771	10	9	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
34	39.974513888888886	116.33125907407423	2011-09-02 10:14:00	2011-09-02	10:14:00	0.03448018310318697	0.06666666666666667	0.5172027465478045	10	9	0.0	4Friday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
