	Latitude	Longitude	Timestamp	Date	Time	Distance(Km)	Time(Hr)	Speed(Km/Hr)	Hour	DistClus	ClusDur	Weekday	StayPoint	StayptId	StayMeanLat	StayMeanLon	State	StateId	StateMeanLat	StateMeanLon
0	39.98446128571429	116.3196289285714	2008-10-23 05:53:00	2008-10-23	05:53:00	0.0	0.0		5	1	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
1	39.98450820000001	116.32049553333331	2008-10-23 05:54:00	2008-10-23	05:54:00	0.07410135951635058	0.016666666666666666	4.446081570981034	5	1	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
2	39.983955466666664	116.32097433333334	2008-10-23 05:55:00	2008-10-23	05:55:00	0.07384983689545495	0.016666666666666666	4.430990213727297	5	1	2.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
3	39.982273631578956	116.32122152631578	2008-10-23 05:56:00	2008-10-23	05:56:00	0.18840456351012494	0.016666666666666666	11.304273810607496	5	2	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
4	39.98043494444443	116.32140494444447	2008-10-23 05:57:00	2008-10-23	05:57:00	0.20527879201047922	0.016666666666666666	12.316727520628753	5	3	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
5	39.979688153846155	116.321968	2008-10-23 05:58:00	2008-10-23	05:58:00	0.09600921099667871	0.016666666666666666	5.760552659800723	5	3	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
6	39.97966290000001	116.32378660000002	2008-10-23 05:59:00	2008-10-23	05:59:00	0.15515396842243473	0.016666666666666666	9.309238105346084	5	3	2.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
7	39.97956789473685	116.32630573684212	2008-10-23 06:00:00	2008-10-23	06:00:00	0.2151453170700506	0.016666666666666666	12.908719024203037	6	4	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
8	39.97839293333333	116.32733093333334	2008-10-23 06:01:00	2008-10-23	06:01:00	0.1573382947369514	0.016666666666666666	9.440297684217084	6	4	1.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
9	39.970511	116.34145500000001	2008-10-23 10:32:00	2008-10-23	10:32:00	1.490507575595988	4.516666666666667	0.3300016772537243	10	5	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
10	39.97781928571429	116.32701907142855	2008-10-23 10:33:00	2008-10-23	10:33:00	1.4759612105160738	0.016666666666666666	88.55767263096443	10	6	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
11	39.9788908125	116.32722956250001	2008-10-23 10:34:00	2008-10-23	10:34:00	0.12062566109002432	0.016666666666666666	7.237539665401459	10	6	1.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
12	39.980214312499996	116.32703812500002	2008-10-23 10:35:00	2008-10-23	10:35:00	0.14823356412937866	0.016666666666666666	8.89401384776272	10	7	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
13	39.98272014285713	116.32672376190479	2008-10-23 10:36:00	2008-10-23	10:36:00	0.28023362749300273	0.016666666666666666	16.814017649580165	10	8	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
14	39.9847479375	116.32668825000002	2008-10-23 10:37:00	2008-10-23	10:37:00	0.22575338879566093	0.016666666666666666	13.545203327739655	10	9	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
15	39.986441470588225	116.32652564705883	2008-10-23 10:38:00	2008-10-23	10:38:00	0.18903269978594825	0.016666666666666666	11.341961987156894	10	9	1.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
16	39.988240833333336	116.32650544444442	2008-10-23 10:39:00	2008-10-23	10:39:00	0.20031155590892222	0.016666666666666666	12.018693354535333	10	10	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
17	39.99008433333333	116.326505	2008-10-23 10:40:00	2008-10-23	10:40:00	0.2052174847768067	0.016666666666666666	12.313049086608403	10	11	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
18	39.991265066666664	116.32636926666667	2008-10-23 10:41:00	2008-10-23	10:41:00	0.13194743587130833	0.016666666666666666	7.9168461522785	10	11	0.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
19	39.99209923076923	116.32638776923078	2008-10-23 10:42:00	2008-10-23	10:42:00	0.09287213026828511	0.016666666666666666	5.572327816097107	10	11	2.0	3Thursday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
