	Date	ClusterId	AvgLat	AvgLon	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
0	2009-05-13	1.0	40.01661786835433	116.3416032089242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.1833	0.5834	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	2009-05-14	1.0	40.01742431865673	116.34121032445549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2334	0.41659999999999997	0.2167	0.8167	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	2009-05-15	1.0	40.00558039262201	116.35811424221124	0.0	0.0	0.3167	0.0	1.0	0.75	0.2167	0.45	0.8	0.15	0.4167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	2009-05-16	1.0	39.94582927539394	116.33167074790909	0.0	0.0	0.0	0.6	0.9833	0.0	0.0	0.25	0.0167	0.0	0.0333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	2009-05-17	1.0	40.01531837863716	116.34059360668185	0.0	0.0	0.0	0.0833	0.5167	0.0334	0.7666999999999999	0.4	0.1333	0.0	0.5667	0.4334	0.8334	0.6167	0.4833	0.8833	0.6333	0.2834	0.0333	0.5667	0.0	0.5167	0.0	0.0
5	2009-05-19	1.0	39.93428736297997	116.33253494784388	0.0333	0.7667	0.45	0.2167	0.0	0.0	0.0	0.0	0.4167	0.2333	0.0333	0.1833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	2009-05-21	1.0	39.973677062762555	116.3938008977788	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.21660000000000001	0.0167	0.0333	0.1833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	2009-05-22	1.0	39.94431437702381	116.37328074041	0.8167	0.0	0.0	0.5667	0.2833	0.95	0.0	0.0167	0.1167	0.1833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	2009-05-22	3.0	40.316835195	115.71765615833333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	2009-05-23	1.0	39.99464217679627	116.3170583312468	0.0	0.0	0.0	0.0	0.0	0.2333	0.25	0.0	0.0	0.25	0.1167	0.0167	0.5	0.0	0.0167	0.0333	0.9667	0.0	0.45	0.2	0.75	0.8	0.7	0.0
10	2009-05-24	1.0	39.97031170337159	116.34615043776972	0.15	0.2	0.0	0.8833	0.5167	0.0	0.55	0.5333	0.75	0.4167	0.5166	0.0	0.0	0.4167	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	2009-05-25	1.0	40.002583841812765	116.3367767649477	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.5833	0.0333	0.7167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	2009-05-26	1.0	39.9921061266414	116.36699855750001	0.0	0.0	0.0	0.0	0.0	0.0	0.8333	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	2009-05-28	1.0	40.01639368982027	116.3416602214402	0.0	0.0667	0.0833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	2009-05-28	2.0	39.44342325636364	116.66677387933441	0.0	0.0	0.0	0.0	0.0667	0.7167	0.0667	0.0	0.6333	0.7833	0.0	0.0	0.0	0.9833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	2009-05-30	1.0	40.031567017299786	116.36158390304179	0.0	0.0	0.0	0.0	0.0	0.0	0.7167	0.6499999999999999	0.7333	0.39999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
