	(17-18)-1.0	(17-18)-2.0	(17-18)-3.0	(17-18)-4.0	(17-18)-5.0	(17-18)-6.0	(17-18)-7.0	(17-18)-8.0	(17-18)-9.0	(17-18)-10.0	(17-18)-11.0	(17-18)-12.0	(17-18)-13.0	(17-18)-14.0	(17-18)-15.0	(17-18)-16.0	(17-18)-17.0	(17-18)-18.0	(17-18)-19.0	(17-18)-20.0	(17-18)-21.0	(17-18)-22.0	(17-18)-23.0	(17-18)-24.0	(17-18)-25.0	(17-18)-26.0	(17-18)-27.0	(17-18)-28.0	(17-18)-29.0	(17-18)-30.0	(17-18)-31.0	(17-18)-32.0	(17-18)-33.0	(17-18)-34.0	(17-18)-35.0	(17-18)-36.0
1.0	0.9750676462178314	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	0.02486787533290061	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06	1.896424978541709e-06
2.0	1.2269562283365562e-06	0.9999570565320098	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06	1.2269562283365562e-06
3.0	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776
4.0	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776
5.0	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	0.7415239409300411	0.25830608796504567	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06	4.9991501444754344e-06
6.0	0.2499787518060972	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	0.7499362554182916	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06	2.499787518060972e-06
7.0	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776
8.0	1.394602886827979e-05	0.9995118889896124	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05	1.394602886827979e-05
9.0	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	0.9996501224571381	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06	9.996501224571383e-06
10.0	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776	0.02777777777777776
