	(12-13)-1.0	(12-13)-23.0	(12-13)-25.0	(12-13)-26.0	(12-13)-27.0	(12-13)-28.0	(12-13)-29.0	(12-13)-30.0	(12-13)-31.0	(12-13)-61.0	(12-13)-63.0	(12-13)-68.0	(12-13)-73.0	(12-13)-2.0	(12-13)-85.0	(12-13)-88.0	(12-13)-104.0	(12-13)-105.0	(12-13)-32.0	(12-13)-153.0	(12-13)-160.0	(12-13)-178.0	(12-13)-186.0	(12-13)-187.0	(12-13)-188.0	(12-13)-192.0	(12-13)-141.0	(12-13)-249.0	(12-13)-159.0	(12-13)-293.0	(12-13)-338.0	(12-13)-72.0	(12-13)-366.0	(12-13)-368.0	(12-13)-219.0	(12-13)-410.0	(12-13)-412.0	(12-13)-98.0	(12-13)-100.0	(12-13)-421.0	(12-13)-432.0	(12-13)-91.0	(12-13)-490.0	(12-13)-69.0	(12-13)-511.0	(12-13)-173.0	(12-13)-534.0	(12-13)-70.0	(12-13)-581.0	(12-13)-583.0	(12-13)-585.0	(12-13)-586.0	(12-13)-608.0	(12-13)-609.0	(12-13)-610.0	(12-13)-611.0
1.0	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832
23.0	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832
25.0	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832
26.0	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832
27.0	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	0.9206760375845632	1.2204364524841404e-06	0.05126199231369135	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	0.027997286969766194	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06	1.2204364524841404e-06
28.0	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832
29.0	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	0.8184357569122673	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	0.18131946181428205	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06	4.532986545357051e-06
30.0	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	0.26067462593191254	0.7386215525780742	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05	1.3033731296595627e-05
31.0	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	0.999476464708959	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06	9.518823473418658e-06
61.0	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832	0.017857142857142832
