	(8-9)-1.0	(8-9)-2.0	(8-9)-3.0	(8-9)-4.0	(8-9)-5.0	(8-9)-6.0	(8-9)-7.0	(8-9)-8.0	(8-9)-9.0	(8-9)-10.0
1.0	0.8882532959470014	2.9608443198233385e-06	0.1117230172984398	2.9608443198233385e-06	2.9608443198233385e-06	2.9608443198233385e-06	2.9608443198233385e-06	2.9608443198233385e-06	2.9608443198233385e-06	2.9608443198233385e-06
2.0	1.6057679023074014e-05	1.6057679023074014e-05	0.9998554808887928	1.6057679023074014e-05	1.6057679023074014e-05	1.6057679023074014e-05	1.6057679023074014e-05	1.6057679023074014e-05	1.6057679023074014e-05	1.6057679023074014e-05
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	3.3332333363332434e-06	3.3332333363332434e-06	3.3332333363332434e-06	3.3332333363332434e-06	3.3332333363332434e-06	0.9999700008999729	3.3332333363332434e-06	3.3332333363332434e-06	3.3332333363332434e-06	3.3332333363332434e-06
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
