	(7-8)-1.0	(7-8)-2.0	(7-8)-3.0	(7-8)-4.0	(7-8)-5.0	(7-8)-6.0	(7-8)-7.0	(7-8)-8.0	(7-8)-9.0	(7-8)-10.0
1.0	0.844316862106096	0.15566313829389677	2.499950000999982e-06	2.499950000999982e-06	2.499950000999982e-06	2.499950000999982e-06	2.499950000999982e-06	2.499950000999982e-06	2.499950000999982e-06	2.499950000999982e-06
2.0	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	0.9999100080992707	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
5.0	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	0.9999100080992707	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
