Timestamp	Latitude	Longitude	Timestamp	Date	Time	Distance(Km)	Time(Hr)	Speed(Km/Hr)	Hour	DistClus	ClusDur	Weekday	StayPoint	StayptId	StayMeanLat	StayMeanLon	State	StateId	StateMeanLat	StateMeanLon
2008-12-02 16:13:00	40.01296583333333	116.32162658333334	2008-12-02 16:13:00	2008-12-02	16:13:00	0.2938736010650592	0.03333333333333333	8.816208031951776	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:14:00	40.01287431249999	116.3215929375	2008-12-02 16:14:00	2008-12-02	16:14:00	0.010584207253853941	0.016666666666666666	0.6350524352312364	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:15:00	40.013262	116.321425	2008-12-02 16:15:00	2008-12-02	16:15:00	0.045470362224738235	0.016666666666666666	2.728221733484294	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:18:00	40.01382123076922	116.32129507692306	2008-12-02 16:18:00	2008-12-02	16:18:00	0.06323110901467627	0.05	1.2646221802935254	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:19:00	40.014197461538465	116.3211953846154	2008-12-02 16:19:00	2008-12-02	16:19:00	0.04273557754964201	0.016666666666666666	2.5641346529785207	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:20:00	40.01486146666668	116.32114653333332	2008-12-02 16:20:00	2008-12-02	16:20:00	0.07403395941501283	0.016666666666666666	4.44203756490077	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:21:00	40.014323999999995	116.32122891666666	2008-12-02 16:21:00	2008-12-02	16:21:00	0.060241383372095864	0.016666666666666666	3.614483002325752	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:22:00	40.01407392307693	116.32130915384617	2008-12-02 16:22:00	2008-12-02	16:22:00	0.028666632623613023	0.016666666666666666	1.7199979574167814	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:23:00	40.01388518181818	116.32131572727272	2008-12-02 16:23:00	2008-12-02	16:23:00	0.02101805408848116	0.016666666666666666	1.2610832453088696	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:27:00	40.014132000000004	116.321304	2008-12-02 16:27:00	2008-12-02	16:27:00	0.027493860608324476	0.06666666666666667	0.41240790912486713	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:28:00	40.01359958333333	116.32131475	2008-12-02 16:28:00	2008-12-02	16:28:00	0.05927543840125749	0.016666666666666666	3.5565263040754496	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:29:00	40.013454571428575	116.3213217142857	2008-12-02 16:29:00	2008-12-02	16:29:00	0.016153567803772632	0.016666666666666666	0.9692140682263579	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:30:00	40.01300816666667	116.32151916666669	2008-12-02 16:30:00	2008-12-02	16:30:00	0.052467642394827534	0.016666666666666666	3.148058543689652	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:31:00	40.01299315384615	116.32149438461536	2008-12-02 16:31:00	2008-12-02	16:31:00	0.002693944538684278	0.016666666666666666	0.1616366723210567	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:32:00	40.012566285714286	116.32157657142857	2008-12-02 16:32:00	2008-12-02	16:32:00	0.048032615330259536	0.016666666666666666	2.8819569198155723	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:33:00	40.012454	116.32158675000001	2008-12-02 16:33:00	2008-12-02	16:33:00	0.012529678159570666	0.016666666666666666	0.75178068957424	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:36:00	40.011993727272724	116.32150827272727	2008-12-02 16:36:00	2008-12-02	16:36:00	0.05167236279888489	0.05	1.0334472559776977	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:37:00	40.01224908333334	116.32151508333335	2008-12-02 16:37:00	2008-12-02	16:37:00	0.028432036915383145	0.016666666666666666	1.7059222149229887	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:38:00	40.01220221428572	116.32148957142859	2008-12-02 16:38:00	2008-12-02	16:38:00	0.005652695429644158	0.016666666666666666	0.3391617257786495	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:39:00	40.01217073333334	116.32157393333333	2008-12-02 16:39:00	2008-12-02	16:39:00	0.008001034567755512	0.016666666666666666	0.4800620740653307	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:40:00	40.011984	116.32160000000002	2008-12-02 16:40:00	2008-12-02	16:40:00	0.020905529699624874	0.016666666666666666	1.2543317819774924	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:43:00	40.0121195	116.3216985	2008-12-02 16:43:00	2008-12-02	16:43:00	0.017264125683421238	0.05	0.3452825136684247	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:44:00	40.012165571428575	116.32143857142854	2008-12-02 16:44:00	2008-12-02	16:44:00	0.022747339248913468	0.016666666666666666	1.364840354934808	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:45:00	40.01235853846153	116.3214923846154	2008-12-02 16:45:00	2008-12-02	16:45:00	0.02196551761190295	0.016666666666666666	1.3179310567141769	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:46:00	40.01224938461538	116.32159623076926	2008-12-02 16:46:00	2008-12-02	16:46:00	0.015034564260966754	0.016666666666666666	0.9020738556580052	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:47:00	40.012058499999995	116.32170066666667	2008-12-02 16:47:00	2008-12-02	16:47:00	0.023039387084458712	0.016666666666666666	1.3823632250675228	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:52:00	40.012080727272725	116.32163681818183	2008-12-02 16:52:00	2008-12-02	16:52:00	0.0059797013470384505	0.08333333333333333	0.0717564161644614	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
2008-12-02 16:53:00	40.012026785714276	116.3216525	2008-12-02 16:53:00	2008-12-02	16:53:00	0.006151801729649889	0.016666666666666666	0.36910810377899334	16	47	0.0	1Tuesday	1	6	40.01281693173532	116.32149386990054	-1	6	40.01281693173532	116.32149386990054
