	(23-24)-1.0	(23-24)-2.0	(23-24)-3.0	(23-24)-4.0	(23-24)-5.0	(23-24)-6.0	(23-24)-7.0	(23-24)-8.0	(23-24)-9.0	(23-24)-10.0
1.0	0.9183354863198622	3.0611182877328743e-06	3.0611182877328743e-06	0.08164002473383575	3.0611182877328743e-06	3.0611182877328743e-06	3.0611182877328743e-06	3.0611182877328743e-06	3.0611182877328743e-06	3.0611182877328743e-06
2.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	1.363530999877283e-05	1.363530999877283e-05	1.363530999877283e-05	0.9998772822100115	1.363530999877283e-05	1.363530999877283e-05	1.363530999877283e-05	1.363530999877283e-05	1.363530999877283e-05	1.363530999877283e-05
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
