	(23-24)-1.0	(23-24)-2.0	(23-24)-3.0	(23-24)-4.0	(23-24)-5.0	(23-24)-6.0	(23-24)-7.0	(23-24)-8.0	(23-24)-9.0	(23-24)-10.0
1.0	0.6101329301219932	0.38984494276237963	2.7658894533899255e-06	2.7658894533899255e-06	2.7658894533899255e-06	2.7658894533899255e-06	2.7658894533899255e-06	2.7658894533899255e-06	2.7658894533899255e-06	2.7658894533899255e-06
2.0	2.599451720259616e-05	0.9997660493451764	2.599451720259616e-05	2.599451720259616e-05	2.599451720259616e-05	2.599451720259616e-05	2.599451720259616e-05	2.599451720259616e-05	2.599451720259616e-05	2.599451720259616e-05
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	9.999200063994878e-06	0.36168677323456294	9.999200063994878e-06	9.999200063994878e-06	9.999200063994878e-06	9.999200063994878e-06	9.999200063994878e-06	0.6382332331649249	9.999200063994878e-06	9.999200063994878e-06
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
