	(20-21)-1.0	(20-21)-2.0	(20-21)-3.0	(20-21)-4.0	(20-21)-5.0	(20-21)-6.0	(20-21)-7.0	(20-21)-8.0	(20-21)-9.0	(20-21)-10.0
1.0	0.9999775005062395	2.499943751265599e-06	2.499943751265599e-06	2.499943751265599e-06	2.499943751265599e-06	2.499943751265599e-06	2.499943751265599e-06	2.499943751265599e-06	2.499943751265599e-06	2.499943751265599e-06
2.0	0.9038049169313623	0.09611508946812525	9.999200063994878e-06	9.999200063994878e-06	9.999200063994878e-06	9.999200063994878e-06	9.999200063994878e-06	9.999200063994878e-06	9.999200063994878e-06	9.999200063994878e-06
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
