	(0-1)-1.0	(0-1)-2.0	(0-1)-3.0	(0-1)-4.0	(0-1)-5.0	(0-1)-6.0	(0-1)-7.0	(0-1)-8.0	(0-1)-9.0	(0-1)-10.0
1.0	4.533072179939731e-06	0.9999592023503803	4.533072179939731e-06	4.533072179939731e-06	4.533072179939731e-06	4.533072179939731e-06	4.533072179939731e-06	4.533072179939731e-06	4.533072179939731e-06	4.533072179939731e-06
2.0	0.1677812928010119	0.8321815993180729	4.638485114369955e-06	4.638485114369955e-06	4.638485114369955e-06	4.638485114369955e-06	4.638485114369955e-06	4.638485114369955e-06	4.638485114369955e-06	4.638485114369955e-06
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	0.9998590168790437	1.5664791217443978e-05	1.5664791217443978e-05	1.5664791217443978e-05	1.5664791217443978e-05	1.5664791217443978e-05	1.5664791217443978e-05	1.5664791217443978e-05	1.5664791217443978e-05	1.5664791217443978e-05
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
