	(11-12)-1.0	(11-12)-2.0	(11-12)-3.0	(11-12)-4.0	(11-12)-5.0	(11-12)-6.0	(11-12)-7.0	(11-12)-8.0	(11-12)-9.0	(11-12)-10.0
1.0	0.00017970887162796262	0.9983826201553478	0.00017970887162796262	0.00017970887162796262	0.00017970887162796262	0.00017970887162796262	0.00017970887162796262	0.00017970887162796262	0.00017970887162796262	0.00017970887162796262
2.0	2.4827298552678856e-06	0.9827465444538304	0.017233593707328094	2.4827298552678856e-06	2.4827298552678856e-06	2.4827298552678856e-06	2.4827298552678856e-06	2.4827298552678856e-06	2.4827298552678856e-06	2.4827298552678856e-06
3.0	1.0907742315495545e-05	0.1666854534348481	0.8332272846266283	1.0907742315495545e-05	1.0907742315495545e-05	1.0907742315495545e-05	1.0907742315495545e-05	1.0907742315495545e-05	1.0907742315495545e-05	1.0907742315495545e-05
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06	0.9999100080992709	9.99910008099271e-06	9.99910008099271e-06
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
