	(18-19)-1.0	(18-19)-2.0	(18-19)-3.0	(18-19)-4.0	(18-19)-5.0	(18-19)-6.0	(18-19)-7.0	(18-19)-8.0	(18-19)-9.0	(18-19)-10.0
1.0	0.9999100080992704	9.999100080992705e-06	9.999100080992705e-06	9.999100080992705e-06	9.999100080992705e-06	9.999100080992705e-06	9.999100080992705e-06	9.999100080992705e-06	9.999100080992705e-06	9.999100080992705e-06
2.0	5.659982227655804e-06	0.9999490601599508	5.659982227655804e-06	5.659982227655804e-06	5.659982227655804e-06	5.659982227655804e-06	5.659982227655804e-06	5.659982227655804e-06	5.659982227655804e-06	5.659982227655804e-06
3.0	8.10773559052692e-06	0.9999270303796848	8.10773559052692e-06	8.10773559052692e-06	8.10773559052692e-06	8.10773559052692e-06	8.10773559052692e-06	8.10773559052692e-06	8.10773559052692e-06	8.10773559052692e-06
4.0	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	0.9999100080992707	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06	9.999100080992708e-06
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	9.999100080992712e-06	9.999100080992712e-06	9.999100080992712e-06	9.999100080992712e-06	9.999100080992712e-06	9.999100080992712e-06	9.999100080992712e-06	9.999100080992712e-06	9.999100080992712e-06	0.9999100080992711
