	(8-9)-1.0	(8-9)-2.0	(8-9)-3.0	(8-9)-4.0	(8-9)-5.0	(8-9)-6.0	(8-9)-7.0	(8-9)-8.0	(8-9)-9.0	(8-9)-10.0
1.0	0.7231520263655961	0.2768213076788293	3.3332444468147515e-06	3.3332444468147515e-06	3.3332444468147515e-06	3.3332444468147515e-06	3.3332444468147515e-06	3.3332444468147515e-06	3.3332444468147515e-06	3.3332444468147515e-06
2.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	4.999800007999679e-06	0.042355673819421666	4.999800007999679e-06	0.9576043277805141	4.999800007999679e-06	4.999800007999679e-06	4.999800007999679e-06	4.999800007999679e-06	4.999800007999679e-06	4.999800007999679e-06
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
8.0	9.99920006399488e-06	0.43326533877289813	9.99920006399488e-06	9.99920006399488e-06	9.99920006399488e-06	9.99920006399488e-06	9.99920006399488e-06	0.5666546676265898	9.99920006399488e-06	9.99920006399488e-06
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
