	id	groupid	start	end	meanlat	meanlon	StartEndStayptFlag
0	15.0	0	2007-08-01 02:25:00	2007-08-01 02:25:00	39.97891249999997	116.343720833333	Y
1	16.0	0	2007-08-01 03:10:00	2007-08-01 03:10:00	39.979311111111095	116.34412222222232	Y
2	17.0	0	2007-08-01 03:18:00	2007-08-01 03:18:00	39.98061666666665	116.3389666666665	Y
3	18.0	0	2007-08-01 04:10:00	2007-08-01 04:10:00	39.98440833333329	116.3377666666665	Y
4	20.0	0	2007-08-01 04:21:00	2007-08-01 04:21:00	39.97945	116.34419444444467	Y
5	21.0	0	2007-08-01 08:49:00	2007-08-01 08:49:00	39.97994166666665	116.3442	Y
6	24.0	0	2007-08-01 09:31:00	2007-08-01 09:31:00	39.97932222222224	116.34405555555566	Y
7	25.0	0	2007-08-01 14:36:00	2007-08-01 14:36:00	39.98012916666664	116.34695416666649	Y
8	38.0	0	2007-08-01 15:14:00	2007-08-01 15:14:00	39.973227777777765	116.399488888889	Y
9	39.0	0	2007-08-02 02:04:00	2007-08-02 02:04:00	39.973800000000004	116.39289722222217	Y
10	53.0	0	2007-08-02 02:33:00	2007-08-02 02:33:00	39.97945	116.344116666667	Y
11	54.0	0	2007-08-02 03:18:00	2007-08-02 03:18:00	39.97929444444443	116.34408888888868	Y
12	55.0	0	2007-08-02 03:21:00	2007-08-02 03:46:00	39.98026388888887	116.33938680555542	N
13	56.0	0	2007-08-02 03:50:00	2007-08-02 03:50:00	39.9794222222222	116.34419444444434	Y
14	57.0	0	2007-08-02 07:04:00	2007-08-02 07:04:00	39.97996666666665	116.3437166666665	Y
15	58.0	0	2007-08-02 07:06:00	2007-08-02 07:06:00	39.98015	116.33988333333299	Y
16	59.0	0	2007-08-02 08:26:00	2007-08-02 08:26:00	39.9800777777778	116.34014444444468	Y
17	60.0	0	2007-08-02 08:28:00	2007-08-02 08:57:00	39.979394444444445	116.34413027777775	N
18	62.0	0	2007-08-02 09:00:00	2007-08-02 09:29:00	39.98054222222222	116.33862299999987	N
19	63.0	0	2007-08-02 09:34:00	2007-08-02 09:34:00	39.9796166666667	116.343933333333	Y
20	64.0	0	2007-08-02 12:06:00	2007-08-02 12:06:00	39.979716666666704	116.344016666667	Y
21	67.0	0	2007-08-02 12:23:00	2007-08-02 12:23:00	39.97954166666665	116.3443083333335	Y
22	68.0	0	2007-08-02 13:37:00	2007-08-02 13:37:00	39.97956666666665	116.344033333333	Y
23	82.0	0	2007-08-02 14:13:00	2007-08-02 14:13:00	39.9730166666667	116.399583333333	Y
24	83.0	0	2007-08-03 02:52:00	2007-08-03 02:52:00	39.9756583333333	116.39993333333351	Y
25	97.0	0	2007-08-03 03:21:00	2007-08-03 03:21:00	39.9794222222222	116.34409444444434	Y
26	98.0	0	2007-08-03 04:46:00	2007-08-03 04:46:00	39.979716666666704	116.34405	Y
27	128.0	0	2007-08-03 06:24:00	2007-08-03 06:24:00	39.9795583333333	116.344241666667	Y
28	129.0	0	2007-08-03 14:03:00	2007-08-03 14:03:00	39.97495	116.3498	Y
29	133.0	0	2007-08-03 14:23:00	2007-08-03 14:23:00	39.972975	116.399341666667	Y
30	134.0	0	2007-08-04 02:57:00	2007-08-04 02:57:00	39.97395	116.398466666667	Y
31	137.0	0	2007-08-04 03:03:00	2007-08-04 03:03:00	39.975525000000005	116.38737499999999	Y
32	138.0	0	2007-08-05 02:24:00	2007-08-05 02:24:00	39.973983333333294	116.391616666667	Y
33	151.0	0	2007-08-05 02:49:00	2007-08-05 02:49:00	39.97958333333335	116.343925	Y
34	152.0	0	2007-08-07 05:20:00	2007-08-07 05:20:00	39.932425	116.20580833333351	Y
35	156.0	0	2007-08-07 05:46:00	2007-08-07 05:46:00	39.93068888888886	116.22494999999999	Y
36	157.0	0	2007-08-07 07:50:00	2007-08-07 07:50:00	39.977000000000004	116.3292	Y
37	158.0	0	2007-08-07 09:16:00	2007-08-07 09:16:00	39.975527777777764	116.32930000000033	Y
38	160.0	0	2007-08-07 09:34:00	2007-08-07 09:34:00	39.968525	116.3252416666665	Y
39	161.0	0	2007-08-07 10:38:00	2007-08-07 10:38:00	39.927044444444434	116.26836666666668	Y
40	170.0	0	2007-08-07 10:56:00	2007-08-07 10:56:00	39.883033333333294	116.237633333333	Y
41	171.0	0	2007-08-08 00:20:00	2007-08-08 00:20:00	39.9738833333333	116.3924	Y
42	181.0	0	2007-08-08 00:45:00	2007-08-08 00:45:00	39.97936666666665	116.344233333333	Y
43	182.0	0	2007-08-08 03:16:00	2007-08-08 03:16:00	39.8732833333333	116.247183333333	Y
44	212.0	0	2007-08-08 05:11:00	2007-08-08 05:11:00	39.903983333333294	116.418683333333	Y
45	213.0	0	2007-08-08 06:59:00	2007-08-08 06:59:00	39.9027	116.420633333333	Y
46	214.0	0	2007-08-08 09:06:00	2007-08-08 09:06:00	39.90228333333335	116.424341666667	Y
47	224.0	0	2007-08-08 09:19:00	2007-08-08 09:19:00	39.89936666666671	116.686658333333	Y
48	225.0	0	2007-08-08 10:07:00	2007-08-08 10:07:00	39.8510333333333	118.321166666667	Y
49	252.0	0	2007-08-08 11:20:00	2007-08-08 11:59:00	39.81776714285714	119.50884761904767	N
50	253.0	0	2007-08-08 12:00:00	2007-08-08 12:26:00	39.81578076923078	119.50991944444452	N
51	259.0	0	2007-08-08 12:50:00	2007-08-08 12:50:00	39.81965	119.48533333333299	Y
52	260.0	0	2007-08-08 13:56:00	2007-08-08 13:56:00	39.819483333333295	119.48495	Y
53	267.0	0	2007-08-08 15:03:00	2007-08-08 15:03:00	39.81801666666671	119.5091583333335	Y
54	268.0	0	2007-08-08 23:28:00	2007-08-08 23:28:00	39.814733333333294	119.510933333333	Y
55	269.0	0	2007-08-09 01:34:00	2007-08-09 01:34:00	39.814966666666706	119.510608333333	Y
56	270.0	0	2007-08-09 01:40:00	2007-08-09 01:40:00	39.817683333333335	119.50893333333333	Y
57	271.0	0	2007-08-09 02:53:00	2007-08-09 02:53:00	39.816011111111095	119.50959444444466	Y
58	274.0	0	2007-08-09 03:34:00	2007-08-09 03:34:00	39.819533333333354	119.5002	Y
59	275.0	0	2007-08-09 04:32:00	2007-08-09 04:32:00	39.8258333333333	119.50615	Y
60	302.0	0	2007-08-09 05:11:00	2007-08-09 05:39:00	40.03273472222221	119.73517268518515	N
61	306.0	0	2007-08-09 06:00:00	2007-08-09 06:22:00	40.04040637254902	119.72707140522863	N
62	307.0	0	2007-08-09 06:23:00	2007-08-09 06:44:00	40.043670098039215	119.72532352941174	N
63	429.0	0	2007-08-09 13:07:00	2007-08-09 13:57:00	39.9064373015873	116.47148571428565	N
64	430.0	0	2007-08-09 14:50:00	2007-08-09 14:50:00	39.9058111111111	116.24675	Y
65	431.0	0	2007-08-09 15:21:00	2007-08-09 15:21:00	39.8721	116.24465	Y
66	432.0	0	2007-08-10 05:50:00	2007-08-10 05:50:00	39.9037	116.246883333333	Y
