	Latitude	Longitude	Timestamp	Date	Time	Distance(Km)	Time(Hr)	Speed(Km/Hr)	Hour	DistClus	ClusDur	Weekday	StayPoint	StayptId	StayMeanLat	StayMeanLon	State	StateId	StateMeanLat	StateMeanLon
0	39.9985444	116.32554420000001	2008-12-02 14:30:00	2008-12-02	14:30:00	0.0	0.0		14	1	0.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
1	39.99815641666667	116.32557874999998	2008-12-02 14:31:00	2008-12-02	14:31:00	0.04329048746880671	0.016666666666666666	2.5974292481284027	14	1	0.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
2	39.99757666666667	116.32563141666667	2008-12-02 14:32:00	2008-12-02	14:32:00	0.06469356738634521	0.016666666666666666	3.8816140431807127	14	1	0.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
3	39.99713408333333	116.3258435	2008-12-02 14:33:00	2008-12-02	14:33:00	0.05248297994859499	0.016666666666666666	3.1489787969156997	14	1	0.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
4	39.99671958333334	116.32647925000002	2008-12-02 14:34:00	2008-12-02	14:34:00	0.0711934073449319	0.016666666666666666	4.271604440695914	14	1	0.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
5	39.996230000000004	116.32676566666665	2008-12-02 14:35:00	2008-12-02	14:35:00	0.059723361798772946	0.016666666666666666	3.583401707926377	14	1	5.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
6	39.995706999999996	116.32680818181817	2008-12-02 14:36:00	2008-12-02	14:36:00	0.05833288242150096	0.016666666666666666	3.499972945290058	14	2	0.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
7	39.99502516666667	116.32673558333335	2008-12-02 14:37:00	2008-12-02	14:37:00	0.07615343453983651	0.016666666666666666	4.569206072390191	14	2	0.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
8	39.99364690909091	116.32667690909089	2008-12-02 14:38:00	2008-12-02	14:38:00	0.15350850900615037	0.016666666666666666	9.210510540369022	14	2	2.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
9	39.99257825	116.32665241666668	2008-12-02 14:39:00	2008-12-02	14:39:00	0.11898092280419238	0.016666666666666666	7.138855368251543	14	3	0.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
10	39.99163216666666	116.3276925	2008-12-02 14:40:00	2008-12-02	14:40:00	0.13769600585965866	0.016666666666666666	8.26176035157952	14	3	1.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
11	39.991453416666666	116.32951983333335	2008-12-02 14:41:00	2008-12-02	14:41:00	0.15711155518885594	0.016666666666666666	9.426693311331357	14	4	0.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
12	39.99148253846154	116.32970561538461	2008-12-02 14:42:00	2008-12-02	14:42:00	0.01617290868299473	0.016666666666666666	0.9703745209796838	14	4	0.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
13	39.99192033333333	116.3284351666667	2008-12-02 14:43:00	2008-12-02	14:43:00	0.11880726623237346	0.016666666666666666	7.128435973942408	14	4	2.0	1Tuesday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
