	(1-2)-1.0	(1-2)-3.0	(1-2)-6.0	(1-2)-13.0	(1-2)-14.0	(1-2)-15.0	(1-2)-32.0	(1-2)-46.0	(1-2)-50.0	(1-2)-53.0	(1-2)-54.0	(1-2)-61.0	(1-2)-62.0	(1-2)-63.0	(1-2)-64.0	(1-2)-65.0
1.0	0.9998500224966245	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06	9.998500224966246e-06
3.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
6.0	3.0767810716428467e-06	3.0767810716428467e-06	0.9999538482839251	3.0767810716428467e-06	3.0767810716428467e-06	3.0767810716428467e-06	3.0767810716428467e-06	3.0767810716428467e-06	3.0767810716428467e-06	3.0767810716428467e-06	3.0767810716428467e-06	3.0767810716428467e-06	3.0767810716428467e-06	3.0767810716428467e-06	3.0767810716428467e-06	3.0767810716428467e-06
13.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
14.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
15.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
32.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
46.0	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	0.9998500224966249	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06	9.998500224966251e-06
50.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
53.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
54.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
61.0	8.321890733574671e-05	8.321890733574671e-05	0.9987517163899642	8.321890733574671e-05	8.321890733574671e-05	8.321890733574671e-05	8.321890733574671e-05	8.321890733574671e-05	8.321890733574671e-05	8.321890733574671e-05	8.321890733574671e-05	8.321890733574671e-05	8.321890733574671e-05	8.321890733574671e-05	8.321890733574671e-05	8.321890733574671e-05
62.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
63.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
64.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
65.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
