	(4-5)-1.0	(4-5)-3.0	(4-5)-6.0	(4-5)-13.0	(4-5)-14.0	(4-5)-15.0	(4-5)-32.0	(4-5)-46.0	(4-5)-50.0	(4-5)-53.0	(4-5)-54.0	(4-5)-61.0	(4-5)-62.0	(4-5)-63.0	(4-5)-64.0	(4-5)-65.0
1.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
3.0	2.855918891903469e-05	0.999571612166214	2.855918891903469e-05	2.855918891903469e-05	2.855918891903469e-05	2.855918891903469e-05	2.855918891903469e-05	2.855918891903469e-05	2.855918891903469e-05	2.855918891903469e-05	2.855918891903469e-05	2.855918891903469e-05	2.855918891903469e-05	2.855918891903469e-05	2.855918891903469e-05	2.855918891903469e-05
6.0	9.998500224966248e-06	9.998500224966248e-06	0.9998500224966247	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06	9.998500224966248e-06
13.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
14.0	0.00010699764605178692	0.00010699764605178692	0.00010699764605178692	0.00010699764605178692	0.8320018189599833	0.16650021399529216	0.00010699764605178692	0.00010699764605178692	0.00010699764605178692	0.00010699764605178692	0.00010699764605178692	0.00010699764605178692	0.00010699764605178692	0.00010699764605178692	0.00010699764605178692	0.00010699764605178692
15.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
32.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
46.0	6.0600918709927634e-06	0.3939059716145296	6.0600918709927634e-06	6.0600918709927634e-06	6.0600918709927634e-06	6.0600918709927634e-06	6.0600918709927634e-06	0.6060091870992763	6.0600918709927634e-06	6.0600918709927634e-06	6.0600918709927634e-06	6.0600918709927634e-06	6.0600918709927634e-06	6.0600918709927634e-06	6.0600918709927634e-06	6.0600918709927634e-06
50.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
53.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
54.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
61.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
62.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
63.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
64.0	0.005509641873278237	0.005509641873278237	0.005509641873278237	0.005509641873278237	0.005509641873278237	0.005509641873278237	0.005509641873278237	0.005509641873278237	0.005509641873278237	0.005509641873278237	0.005509641873278237	0.005509641873278237	0.005509641873278237	0.005509641873278237	0.005509641873278237	0.9173553719008265
65.0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
