	(17-18)-1.0	(17-18)-2.0	(17-18)-3.0	(17-18)-4.0	(17-18)-5.0	(17-18)-6.0	(17-18)-7.0	(17-18)-8.0	(17-18)-9.0	(17-18)-10.0
1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
2.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.0	9.999200063994878e-06	9.999200063994878e-06	0.4313772545255201	9.999200063994878e-06	0.5685427518739675	9.999200063994878e-06	9.999200063994878e-06	9.999200063994878e-06	9.999200063994878e-06	9.999200063994878e-06
4.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06	0.9999100080992709	9.99910008099271e-06	9.99910008099271e-06	9.99910008099271e-06
8.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
