,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.16666666666666669,4.0,1.0,2007-06-02 12,"汉光百货, 武功卫胡同, 宣武, 西城区, 100032, 中国",39.908083333333295,116.36975,0.0,0.4082482904638629
1,0.16666666666666669,4.0,2.0,2007-06-02 12,"宣武门内大街, 宣武, 西城区, 100032, 中国",39.90521999999998,116.36783,0.0,0.4082482904638629
2,0.16666666666666669,4.0,3.0,2007-06-02 12,"崇文门西河沿, 崇文, 北京市, 东城区, 100010, 中国",39.897988568376064,116.40023258547006,0.0,0.4082482904638629
3,0.16666666666666669,4.0,4.0,2007-06-02 12,"中关村西, 北四环西路, 科育社区, 海淀路社区, 海淀区, 10080, 中国",39.98458611111111,116.30624722222235,1.0,0.4082482904638629
4,0.16666666666666669,4.0,5.0,2007-06-02 12,"中国石油, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97539333333332,116.32981333333298,0.0,0.4082482904638629
5,0.16666666666666669,4.0,6.0,2007-06-02 12,"双榆树中心小学, 双榆树三街, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.96726979166665,116.31856666666677,0.0,0.4082482904638629
,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.16666666666666669,4.0,1.0,2007-06-02 13,"汉光百货, 武功卫胡同, 宣武, 西城区, 100032, 中国",39.908083333333295,116.36975,0.0,0.4082482904638629
1,0.16666666666666669,4.0,2.0,2007-06-02 13,"宣武门内大街, 宣武, 西城区, 100032, 中国",39.90521999999998,116.36783,0.0,0.4082482904638629
2,0.16666666666666669,4.0,3.0,2007-06-02 13,"崇文门西河沿, 崇文, 北京市, 东城区, 100010, 中国",39.897988568376064,116.40023258547006,0.0,0.4082482904638629
3,0.16666666666666669,4.0,4.0,2007-06-02 13,"中关村西, 北四环西路, 科育社区, 海淀路社区, 海淀区, 10080, 中国",39.98458611111111,116.30624722222235,1.0,0.4082482904638629
4,0.16666666666666669,4.0,5.0,2007-06-02 13,"中国石油, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97539333333332,116.32981333333298,0.0,0.4082482904638629
5,0.16666666666666669,4.0,6.0,2007-06-02 13,"双榆树中心小学, 双榆树三街, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.96726979166665,116.31856666666677,0.0,0.4082482904638629
,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.16666666666666669,4.0,1.0,2007-06-02 14,"汉光百货, 武功卫胡同, 宣武, 西城区, 100032, 中国",39.908083333333295,116.36975,0.0,0.4082482904638629
1,0.16666666666666669,4.0,2.0,2007-06-02 14,"宣武门内大街, 宣武, 西城区, 100032, 中国",39.90521999999998,116.36783,0.0,0.4082482904638629
2,0.16666666666666669,4.0,3.0,2007-06-02 14,"崇文门西河沿, 崇文, 北京市, 东城区, 100010, 中国",39.897988568376064,116.40023258547006,0.0,0.4082482904638629
3,0.16666666666666669,4.0,4.0,2007-06-02 14,"中关村西, 北四环西路, 科育社区, 海淀路社区, 海淀区, 10080, 中国",39.98458611111111,116.30624722222235,0.3333,0.4082482904638629
4,0.16666666666666669,4.0,5.0,2007-06-02 14,"中国石油, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97539333333332,116.32981333333298,0.0,0.4082482904638629
5,0.16666666666666669,4.0,6.0,2007-06-02 14,"双榆树中心小学, 双榆树三街, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.96726979166665,116.31856666666677,0.0,0.4082482904638629
,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.16666666666666669,4.0,1.0,2007-06-02 15,"汉光百货, 武功卫胡同, 宣武, 西城区, 100032, 中国",39.908083333333295,116.36975,0,
1,0.16666666666666669,4.0,2.0,2007-06-02 15,"宣武门内大街, 宣武, 西城区, 100032, 中国",39.90521999999998,116.36783,0,
2,0.16666666666666669,4.0,3.0,2007-06-02 15,"崇文门西河沿, 崇文, 北京市, 东城区, 100010, 中国",39.897988568376064,116.40023258547006,0,
3,0.16666666666666669,4.0,4.0,2007-06-02 15,"中关村西, 北四环西路, 科育社区, 海淀路社区, 海淀区, 10080, 中国",39.98458611111111,116.30624722222235,0,
4,0.16666666666666669,4.0,5.0,2007-06-02 15,"中国石油, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97539333333332,116.32981333333298,0,
5,0.16666666666666669,4.0,6.0,2007-06-02 15,"双榆树中心小学, 双榆树三街, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.96726979166665,116.31856666666677,0,
