	id	groupid	start	end	meanlat	meanlon	StartEndStayptFlag	duration
0	6.0	0	2009-04-01 05:26:00.000000	2009-04-01 08:56:00.000000	40.00012675	116.32709025	Y	210.0
1	7.0	0	2009-04-01 05:26:00.000000	2009-04-01 08:59:48.045611	40.00012675	116.32709025	Y	213.8
2	12.0	0	2009-04-01 09:13:11.954389	2009-04-01 09:49:45.386618	40.006608503663	116.31727509313187	N	36.55
3	17.0	0	2009-04-01 10:22:14.613382	2009-04-01 12:20:28.774573	39.99984309090909	116.32734281818183	Y	118.23333333333333
4	18.0	0	2009-04-01 18:35:31.225427	2009-04-01 22:13:34.956308	40.00762614285714	116.31968085714287	Y	218.05
5	19.0	0	2009-04-02 04:21:25.043692	2009-04-02 09:41:00.000000	39.999998999999995	116.32735146428573	Y	319.56666666666666
6	20.0	0	2009-04-02 06:10:00.000000	2009-04-02 10:02:30.000000	39.999998999999995	116.32735146428573	Y	232.5
7	29.0	0	2009-04-02 10:02:30.000000	2009-04-02 10:46:09.283674	39.999300000000005	116.324952	Y	43.65
8	30.0	0	2009-04-02 11:09:50.716326	2009-04-02 11:46:19.810631	40.00408809090909	116.32138090909093	Y	36.483333333333334
9	34.0	0	2009-04-02 11:53:40.189369	2009-04-02 15:14:00.000000	40.00799582692308	116.31952096153847	Y	200.31666666666666
10	35.0	0	2009-04-02 12:08:00.000000	2009-04-02 15:18:51.847413	40.00799582692308	116.31952096153847	Y	190.85
11	42.0	0	2009-04-02 15:34:08.152587	2009-04-02 17:07:57.332801	40.0007788	116.32704120000001	Y	93.81666666666666
12	43.0	0	2009-04-02 23:47:02.667199	2009-04-03 01:19:09.160043	40.00152	116.31185900000001	Y	92.1
13	46.0	0	2009-04-03 01:27:50.839957	2009-04-03 02:28:32.855231	40.007704499999996	116.31956283333334	Y	60.7
14	47.0	0	2009-04-03 03:12:27.144769	2009-04-03 05:14:00.000000	40.006171145454545	116.32582832727273	Y	121.53333333333333
15	48.0	0	2009-04-03 04:10:00.000000	2009-04-03 05:17:07.023181	40.006171145454545	116.32582832727273	Y	67.11666666666666
16	50.0	0	2009-04-03 05:25:52.976819	2009-04-03 05:52:37.860782	40.00958846261702	116.31545985983368	N	26.733333333333334
17	57.0	0	2009-04-03 06:01:22.139218	2009-04-03 07:45:00.000000	39.9999804	116.3273577	Y	103.61666666666666
18	58.0	0	2009-04-03 06:03:00.000000	2009-04-03 08:06:56.697001	39.9999804	116.3273577	Y	123.93333333333334
19	160.0	0	2009-04-03 10:03:03.302999	2009-04-03 11:10:00.000000	40.009503953310876	116.31570729322999	N	66.93333333333334
20	164.0	0	2009-04-03 10:59:00.000000	2009-04-03 11:49:00.000000	40.009503953310876	116.31570729322999	N	50.0
21	167.0	0	2009-04-03 11:49:00.000000	2009-04-03 12:49:08.947310	40.00718745805325	116.3189327136197	N	60.13333333333333
22	171.0	0	2009-04-03 12:50:51.052690	2009-04-03 14:00:00.000000	40.00974123348183	116.31524510611821	N	69.13333333333334
23	172.0	0	2009-04-03 13:59:00.000000	2009-04-03 15:18:00.000000	40.00969551681355	116.31516467920537	N	79.0
24	173.0	0	2009-04-03 14:55:00.000000	2009-04-03 16:00:00.000000	40.009686389688	116.31509214600462	N	65.0
25	174.0	0	2009-04-03 15:59:00.000000	2009-04-03 17:02:00.000000	40.00967061727005	116.31517831561636	N	63.0
26	175.0	0	2009-04-03 16:43:00.000000	2009-04-03 18:00:00.000000	40.009625816527645	116.3152085456521	N	77.0
27	176.0	0	2009-04-03 17:59:00.000000	2009-04-03 19:00:00.000000	40.00964779366865	116.31516080422051	N	61.0
28	177.0	0	2009-04-03 18:59:00.000000	2009-04-03 20:00:00.000000	40.00966488005089	116.31512270980343	N	61.0
29	178.0	0	2009-04-03 19:59:00.000000	2009-04-03 21:00:00.000000	40.009658409586365	116.31510619778888	N	61.0
30	179.0	0	2009-04-03 20:59:00.000000	2009-04-03 22:13:00.000000	40.00966231105347	116.31514035878455	N	74.0
31	180.0	0	2009-04-03 21:52:00.000000	2009-04-03 23:00:00.000000	40.009691837122176	116.31511168832185	N	68.0
32	181.0	0	2009-04-03 22:59:00.000000	2009-04-04 00:00:00.000000	40.00974739480991	116.31515506595431	N	61.0
33	182.0	0	2009-04-03 23:59:00.000000	2009-04-04 01:06:00.000000	40.00977680181417	116.31513111794399	N	67.0
34	183.0	0	2009-04-04 00:48:00.000000	2009-04-04 02:00:00.000000	40.00976995612585	116.31513208411167	N	72.0
35	184.0	0	2009-04-04 01:59:00.000000	2009-04-04 03:00:00.000000	40.009769892327824	116.31518250037595	N	61.0
36	185.0	0	2009-04-04 02:42:00.000000	2009-04-04 05:11:00.000000	40.009769892327824	116.31518250037595	N	149.0
37	186.0	0	2009-04-04 05:11:00.000000	2009-04-04 06:58:44.022375	40.008318599999996	116.31271079999999	Y	107.73333333333333
38	228.0	0	2009-04-04 11:20:56.829712	2009-04-04 12:00:50.939966	39.91230271812223	116.40100153920378	N	39.9
39	282.0	0	2009-04-04 13:58:09.060034	2009-04-05 05:19:00.000000	40.009319383089135	116.31498893610927	N	920.8333333333334
40	283.0	0	2009-04-04 14:35:00.000000	2009-04-05 05:25:10.020882	40.009319383089135	116.31498893610927	Y	890.1666666666666
41	292.0	0	2009-04-05 06:16:49.979118	2009-04-05 06:44:31.146103	39.993075322649574	116.32693692094016	N	27.683333333333334
42	302.0	0	2009-04-05 07:34:28.853897	2009-04-05 07:59:23.796728	39.942059629786876	116.37445918606392	N	24.9
43	306.0	0	2009-04-05 08:15:36.203272	2009-04-05 09:00:00.000000	39.937120931359566	116.3896283963092	N	44.38333333333333
44	307.0	0	2009-04-05 08:59:00.000000	2009-04-05 09:33:26.012698	39.937120931359566	116.3896283963092	N	34.43333333333333
45	316.0	0	2009-04-05 10:06:33.987302	2009-04-05 11:23:00.000000	39.944396625	116.37555950000001	Y	76.43333333333334
46	317.0	0	2009-04-05 10:13:00.000000	2009-04-05 11:26:31.050815	39.944396625	116.37555950000001	Y	73.51666666666667
47	366.0	0	2009-04-05 13:56:28.949185	2009-04-05 20:18:30.000000	40.009660000000004	116.314753	Y	382.01666666666665
48	367.0	0	2009-04-05 20:18:30.000000	2009-04-06 03:40:15.255496	40.008018416666665	116.31221941666666	Y	441.75
49	467.0	0	2009-04-06 04:56:44.744504	2009-04-06 07:00:19.320057	40.00756140422077	116.31972340467033	N	123.56666666666666
50	470.0	0	2009-04-06 07:04:40.679943	2009-04-06 07:24:49.520724	40.000066	116.32737125	Y	20.133333333333333
51	475.0	0	2009-04-06 08:09:52.054355	2009-04-06 08:59:30.000000	39.991463874999994	116.327999375	Y	49.61666666666667
52	476.0	0	2009-04-06 08:59:30.000000	2009-04-06 09:54:30.000000	39.98980084615384	116.32495099999998	Y	55.0
53	477.0	0	2009-04-06 09:54:30.000000	2009-04-06 10:41:04.887722	39.99206792195767	116.32639593711845	N	46.56666666666667
54	480.0	0	2009-04-06 10:43:55.112278	2009-04-06 18:28:00.000000	40.000135533333335	116.32737894166667	Y	464.06666666666666
55	481.0	0	2009-04-09 10:45:00.000000	2009-04-09 18:29:31.481603	40.000135533333335	116.32737894166667	Y	464.51666666666665
56	485.0	0	2009-04-09 18:36:28.518397	2009-04-10 02:19:00.000000	40.0113152	116.32182940833333	Y	462.51666666666665
57	486.0	0	2009-04-09 18:38:00.000000	2009-04-10 02:20:10.914766	40.0113152	116.32182940833333	Y	462.1666666666667
58	492.0	0	2009-04-10 02:25:49.085234	2009-04-10 07:33:00.000000	39.999963199999996	116.32741453333334	Y	307.1666666666667
59	493.0	0	2009-04-10 02:27:00.000000	2009-04-10 07:33:37.552463	39.999963199999996	116.32741453333334	Y	306.6166666666667
60	552.0	0	2009-04-10 08:55:22.447537	2009-04-10 12:52:00.000000	39.763165812500006	116.29734378124999	Y	236.61666666666667
61	553.0	0	2009-04-10 08:56:00.000000	2009-04-10 12:52:32.627601	39.763165812500006	116.29734378124999	Y	236.53333333333333
62	603.0	0	2009-04-10 14:03:27.372399	2009-04-10 17:03:00.000000	39.99995218181818	116.32736209090909	Y	179.53333333333333
63	604.0	0	2009-04-10 14:04:00.000000	2009-04-10 17:04:30.542913	39.99995218181818	116.32736209090909	Y	180.5
64	609.0	0	2009-04-10 17:11:29.457087	2009-04-11 05:23:00.000000	40.011309	116.3217422857143	Y	731.5
65	610.0	0	2009-04-10 17:13:00.000000	2009-04-11 05:32:11.254623	40.011309	116.3217422857143	Y	739.1833333333333
66	618.0	0	2009-04-11 06:15:48.745377	2009-04-11 07:19:00.000000	39.999898486363634	116.32723027727272	Y	63.18333333333333
67	619.0	0	2009-04-11 06:25:00.000000	2009-04-11 07:19:38.477527	39.999898486363634	116.32723027727272	Y	54.63333333333333
68	675.0	0	2009-04-11 08:43:21.522473	2009-04-11 12:50:00.000000	39.763211	116.29736650000001	Y	246.63333333333333
69	676.0	0	2009-04-11 08:44:00.000000	2009-04-11 12:50:38.062726	39.763211	116.29736650000001	Y	246.63333333333333
70	735.0	0	2009-04-11 14:13:21.937274	2009-04-11 17:14:00.000000	39.99995583333333	116.32738158333333	Y	180.63333333333333
71	736.0	0	2009-04-11 14:14:00.000000	2009-04-11 17:15:29.970066	39.99995583333333	116.32738158333333	Y	181.48333333333332
72	741.0	0	2009-04-11 17:22:30.029934	2009-04-12 00:49:00.000000	40.01113730833333	116.32190641666666	Y	446.48333333333335
73	742.0	0	2009-04-11 17:24:00.000000	2009-04-12 00:50:30.848193	40.01113730833333	116.32190641666666	Y	446.5
74	746.0	0	2009-04-12 00:57:29.151807	2009-04-12 07:33:00.000000	39.99991262500001	116.32726104166667	Y	395.5
75	747.0	0	2009-04-12 00:59:00.000000	2009-04-12 07:33:33.927629	39.99991262500001	116.32726104166667	Y	394.55
76	800.0	0	2009-04-12 08:47:26.072371	2009-04-12 12:39:00.000000	39.76310925757576	116.29730274242424	Y	231.55
77	801.0	0	2009-04-12 08:48:00.000000	2009-04-12 12:39:41.674844	39.76310925757576	116.29730274242424	Y	231.68333333333334
78	858.0	0	2009-04-12 14:10:18.325156	2009-04-12 17:14:00.000000	39.99988739423077	116.32721468589745	Y	183.68333333333334
79	859.0	0	2009-04-12 14:11:00.000000	2009-04-12 17:15:31.486407	39.99988739423077	116.32721468589745	Y	184.51666666666668
80	863.0	0	2009-04-12 17:22:28.513593	2009-04-13 05:08:00.000000	40.010994238461535	116.32179815384616	Y	705.5166666666667
81	864.0	0	2009-04-12 17:24:00.000000	2009-04-13 05:09:24.610629	40.010994238461535	116.32179815384616	Y	705.4
82	870.0	0	2009-04-13 05:18:35.389371	2009-04-13 05:49:55.601938	39.99571271428571	116.32119304761906	N	31.333333333333332
