Timestamp	Latitude	Longitude	0	Altitude	NumDays	ClusterId	ClusterMeanLat	ClusterMeanLon	StayPoint	SignificantPlace	Timestamp	X	Y
2009-05-01 03:58:00	40.006508076923076	116.3256050769231	0.0	15.076923076923077	39934.165649038456	7.0	40.00640084384615	116.3256134820513	1.0	-1.0	2009-05-01 03:58:00	-1.9792798972403975	13.477910545321434
2009-05-01 03:59:00	40.00635884615384	116.32548776923076	0.0	7.769230769230769	39934.1662508903	7.0	40.00640084384615	116.3256134820513	1.0	-1.0	2009-05-01 03:59:00	-2.1538673541879936	13.187973013891943
2009-05-01 05:53:00	40.00623425	116.32567433333334	0.0	173.16666666666666	39934.24551986883	7.0	40.00640084384615	116.3256134820513	1.0	-1.0	2009-05-01 05:53:00	-1.876211668064777	12.94589759302747
2009-05-01 05:54:00	40.0063402	116.32581400000002	0.0	136.0	39934.24616049383	7.0	40.00640084384615	116.3256134820513	1.0	-1.0	2009-05-01 05:54:00	-1.6683487423340588	13.151745767714935
2009-05-01 05:55:00	40.00656284615385	116.32548623076922	0.0	139.23076923076923	39934.246835826205	7.0	40.00640084384615	116.3256134820513	1.0	-1.0	2009-05-01 05:55:00	-2.1561537759717138	13.58432060840313
2009-05-01 06:09:00	40.00982008333334	116.31490775000002	0.0	123.41666666666667	39934.25661458334	16.0	40.01001381650641	116.3148706569368	1.0	-1.0	2009-05-01 06:09:00	-17.899318465680743	19.912742769038317
2009-05-01 06:10:00	40.01001630769231	116.31503538461538	0.0	146.15384615384616	39934.25729611823	16.0	40.01001381650641	116.3148706569368	1.0	-1.0	2009-05-01 06:10:00	-17.709343304633286	20.293983223248254
2009-05-01 06:11:00	40.010018714285714	116.31495528571429	0.0	147.0	39934.25797536375	16.0	40.01001381650641	116.3148706569368	1.0	-1.0	2009-05-01 06:11:00	-17.82854843460097	20.29865894631912
2009-05-01 06:12:00	40.010697	116.31466133333333	0.0	137.0	39934.258906250005	16.0	40.01001381650641	116.3148706569368	1.0	-1.0	2009-05-01 06:12:00	-18.26592590373147	21.616486942563196
2009-05-01 06:13:00	40.00974716666667	116.31521216666665	0.0	147.5	39934.25927662037	16.0	40.01001381650641	116.3148706569368	1.0	-1.0	2009-05-01 06:13:00	-17.446285661330123	19.771074409084306
2009-05-01 06:40:00	40.010151666666665	116.31503100000002	0.0	147.0	39934.278218878615	16.0	40.01001381650641	116.3148706569368	1.0	-1.0	2009-05-01 06:40:00	-17.715851048592935	20.55696951677708
2009-05-01 06:41:00	40.01005930769231	116.31490269230767	0.0	165.69230769230768	39934.27877314815	16.0	40.01001381650641	116.3148706569368	1.0	-1.0	2009-05-01 06:41:00	-17.90681410040205	20.377527078945988
2009-05-01 06:42:00	40.009600285714285	116.31425964285714	0.0	166.85714285714286	39934.27950892857	16.0	40.01001381650641	116.3148706569368	1.0	-1.0	2009-05-01 06:42:00	-18.863881554247534	19.485702290676933
2009-05-01 07:40:00	40.00248816666667	116.304851	0.0	108.66666666666667	39934.31980902778	35.0	40.00360826419415	116.30466339782835	1.0	-1.0	2009-05-01 07:40:00	-32.86784389470294	5.667705838519863
2009-05-01 07:41:00	40.00295916666667	116.30483341666668	0.0	113.66666666666667	39934.32050347223	35.0	40.00360826419415	116.30466339782835	1.0	-1.0	2009-05-01 07:41:00	-32.893899893587744	6.582802490498704
2009-05-01 07:42:00	40.00340825	116.30486616666667	0.0	110.33333333333333	39934.32119791665	35.0	40.00360826419415	116.30466339782835	1.0	-1.0	2009-05-01 07:42:00	-32.845049882545105	7.455317681142063
2009-05-01 07:43:00	40.003668	116.304841	0.0	100.0	39934.3215740741	35.0	40.00360826419415	116.30466339782835	1.0	-1.0	2009-05-01 07:43:00	-32.882442889191516	7.9599808559808976
2009-05-01 07:57:00	40.00374466666667	116.304503	0.0	108.0	39934.33178819445	35.0	40.00360826419415	116.30466339782835	1.0	-1.0	2009-05-01 07:57:00	-33.38546866812748	8.108935017320638
2009-05-01 07:58:00	40.003744999999995	116.30450199999997	0.0	107.75	39934.33230902776	35.0	40.00360826419415	116.30466339782835	1.0	-1.0	2009-05-01 07:58:00	-33.38695688324106	8.1095826440951
2009-05-01 07:59:00	40.003746083333326	116.30450024999999	0.0	107.83333333333333	39934.333003472224	35.0	40.00360826419415	116.30466339782835	1.0	-1.0	2009-05-01 07:59:00	-33.38956113731724	8.111687431149182
2009-05-01 08:00:00	40.00374599999999	116.30449908333334	0.0	107.16666666666667	39934.33369791667	35.0	40.00360826419415	116.30466339782835	1.0	-1.0	2009-05-01 08:00:00	-33.391297503638555	8.111525524455566
2009-05-01 08:01:00	40.00374674999999	116.30449849999998	0.0	107.0	39934.33439236112	35.0	40.00360826419415	116.30466339782835	1.0	-1.0	2009-05-01 08:01:00	-33.392165493281595	8.112982684722825
2009-05-01 08:02:00	40.003747499999996	116.30449716666665	0.0	107.0	39934.335086805564	35.0	40.00360826419415	116.30466339782835	1.0	-1.0	2009-05-01 08:02:00	-33.39414970525791	8.114439845002442
2009-05-01 08:03:00	40.00374558333333	116.30449058333333	0.0	107.0	39934.335781249996	35.0	40.00360826419415	116.30466339782835	1.0	-1.0	2009-05-01 08:03:00	-33.40394812632247	8.11071599096277
2009-05-01 08:04:00	40.003735000000006	116.30454442857145	0.0	105.57142857142857	39934.33649718914	35.0	40.00360826419415	116.30466339782835	1.0	-1.0	2009-05-01 08:04:00	-33.3238130263935	8.090153840465735
2009-05-01 08:05:00	40.003808615384614	116.30494630769229	0.0	117.15384615384616	39934.33717948718	35.0	40.00360826419415	116.30466339782835	1.0	-1.0	2009-05-01 08:05:00	-32.72568002415322	8.233179725789117
