	(14-15)-1.0	(14-15)-2.0	(14-15)-3.0	(14-15)-4.0	(14-15)-5.0	(14-15)-6.0	(14-15)-7.0	(14-15)-8.0	(14-15)-9.0	(14-15)-10.0
1.0	0.8695047301057315	8.695047301057315e-06	8.695047301057315e-06	0.13042570951585972	8.695047301057315e-06	8.695047301057315e-06	8.695047301057315e-06	8.695047301057315e-06	8.695047301057315e-06	8.695047301057315e-06
2.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.0	1.176346033949347e-05	1.176346033949347e-05	1.176346033949347e-05	0.999894128856945	1.176346033949347e-05	1.176346033949347e-05	1.176346033949347e-05	1.176346033949347e-05	1.176346033949347e-05	1.176346033949347e-05
5.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
6.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
7.0	1.666777718523458e-05	1.666777718523458e-05	1.666777718523458e-05	1.666777718523458e-05	1.666777718523458e-05	1.666777718523458e-05	1.666777718523458e-05	0.7290277768556787	0.2708388809268396	1.666777718523458e-05
8.0	2.498750774507814e-05	2.498750774507814e-05	2.498750774507814e-05	2.498750774507814e-05	2.498750774507814e-05	2.498750774507814e-05	2.498750774507814e-05	0.7289792478673229	0.2708208520707164	2.498750774507814e-05
9.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
