	(13-14)-1.0	(13-14)-2.0	(13-14)-3.0	(13-14)-4.0	(13-14)-5.0	(13-14)-6.0	(13-14)-7.0	(13-14)-8.0	(13-14)-9.0	(13-14)-10.0	(13-14)-11.0	(13-14)-12.0	(13-14)-13.0	(13-14)-14.0	(13-14)-15.0	(13-14)-16.0	(13-14)-17.0	(13-14)-18.0	(13-14)-19.0	(13-14)-20.0	(13-14)-21.0	(13-14)-22.0	(13-14)-23.0	(13-14)-24.0	(13-14)-25.0
1.0	0.9999733340444265	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06	1.111081482271585e-06
2.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
3.0	4.999400071991358e-06	4.999400071991358e-06	0.9998800143982715	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06	4.999400071991358e-06
4.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
5.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
6.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
7.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
8.0	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06	0.6666355570073405	0.22221185233578014	2.222118523357802e-06	0.059263901017952564	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06	0.05184202514993751	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06	2.222118523357802e-06
9.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
10.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
