	(20-21)-1.0	(20-21)-2.0	(20-21)-3.0	(20-21)-4.0	(20-21)-5.0	(20-21)-6.0	(20-21)-7.0	(20-21)-8.0	(20-21)-9.0	(20-21)-10.0	(20-21)-11.0	(20-21)-12.0	(20-21)-13.0	(20-21)-14.0	(20-21)-15.0	(20-21)-16.0	(20-21)-17.0	(20-21)-18.0	(20-21)-19.0	(20-21)-20.0	(20-21)-21.0	(20-21)-22.0	(20-21)-23.0	(20-21)-24.0	(20-21)-25.0
1.0	0.9971667538611939	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	0.0028141337760244213	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07	8.309722948843283e-07
2.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
3.0	6.816957864383435e-06	6.816957864383435e-06	0.9884917589848958	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	0.01135145098422244	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06	6.816957864383435e-06
4.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
5.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
6.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
7.0	1.8743088486120778e-05	1.8743088486120778e-05	0.9639044445176673	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	0.0356644644471537	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05	1.8743088486120778e-05
8.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
9.0	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	0.9999657154611851	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06	1.428522450658836e-06
10.0	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	0.9997516490619318	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05	1.034795575286945e-05
11.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
12.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
13.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
