	(11-12)-1.0	(11-12)-2.0	(11-12)-3.0	(11-12)-4.0	(11-12)-5.0	(11-12)-6.0	(11-12)-7.0	(11-12)-8.0	(11-12)-9.0	(11-12)-10.0	(11-12)-11.0	(11-12)-12.0	(11-12)-13.0	(11-12)-14.0	(11-12)-15.0	(11-12)-16.0	(11-12)-17.0	(11-12)-18.0	(11-12)-19.0	(11-12)-20.0	(11-12)-21.0	(11-12)-22.0	(11-12)-23.0	(11-12)-24.0	(11-12)-25.0
1.0	0.9018010105130523	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	9.999770005289888e-07	0.09817599001593648	9.999770005289888e-07	9.999770005289888e-07
2.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
3.0	9.99760057586178e-06	9.99760057586178e-06	0.9997600575861779	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06	9.99760057586178e-06
4.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
5.0	9.997700528878345e-06	9.997700528878345e-06	0.34084619285689155	9.997700528878345e-06	0.6589238600309428	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06	9.997700528878345e-06
6.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
7.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
8.0	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	0.945211800183709	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	0.054755343752991015	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06	1.4285244913381431e-06
9.0	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	0.8569947307456159	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	0.1427753221422196	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06	9.997700528878357e-06
10.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
11.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
12.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
13.0	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	0.9997600575861786	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06	9.997600575861787e-06
14.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
15.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
