	(9-10)-1.0	(9-10)-2.0	(9-10)-3.0	(9-10)-4.0	(9-10)-5.0	(9-10)-6.0	(9-10)-7.0	(9-10)-8.0	(9-10)-9.0	(9-10)-10.0	(9-10)-11.0	(9-10)-12.0	(9-10)-13.0	(9-10)-14.0	(9-10)-15.0	(9-10)-16.0	(9-10)-17.0	(9-10)-18.0	(9-10)-19.0	(9-10)-20.0	(9-10)-21.0	(9-10)-22.0	(9-10)-23.0	(9-10)-24.0	(9-10)-25.0	(9-10)-26.0	(9-10)-27.0	(9-10)-28.0	(9-10)-29.0	(9-10)-30.0	(9-10)-31.0	(9-10)-32.0	(9-10)-33.0	(9-10)-34.0	(9-10)-35.0	(9-10)-36.0	(9-10)-37.0
1.0	0.26553947014319756	0.7344416970711971	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07	5.380795887410699e-07
2.0	1.0725584447435877e-06	0.9999613878959906	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06	1.0725584447435877e-06
3.0	1.2035923832620425e-05	0.9995667067420276	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05	1.2035923832620425e-05
4.0	9.99650122457138e-06	0.7624708551234145	9.99650122457138e-06	0.23717926733372346	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06	9.99650122457138e-06
5.0	1.30721582050249e-06	0.5969015325627877	1.30721582050249e-06	1.30721582050249e-06	0.40305271488349653	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06	1.30721582050249e-06
6.0	5.411833915170602e-06	0.45862719429590787	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	0.5411833915170602	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06	5.411833915170602e-06
7.0	1.8550440842796366e-06	0.6840740053604958	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	0.19471486899585372	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	0.12114805414478694	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06	1.8550440842796366e-06
8.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
9.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
10.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
11.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
12.0	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	0.9996340198849207	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05	1.0166114307789288e-05
13.0	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.9788980070339983	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434	0.0005861664712778434
14.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
15.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
16.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
17.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
18.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
19.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
20.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
21.0	1.1812784255855739e-05	0.9995747397667911	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05	1.1812784255855739e-05
22.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
